Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,FCF,FCF FQ-1,FCF FQ-2,FCF FQ-3,FCF FQ-4,FCF FQ-5,FCF FQ-6,FCF FQ-7,FCF FQ-8,FCF FQ-9,FCF FQ-10,FCF FQ-11,FCF FQ-12
3869,Hospital Corporation of China Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,135.6 M,2022,5.921 M,571.397 K,2.551 M,2.514 M,6.832 M,6.732 M,4.546 M,4.371 M,1.07 M,1.067 M,4.429 M,4.316 M,-690.87 K
609,Tiande Chemical Holdings Limited,Materials,Chemicals,Materials,271.4 M,2022,36.571 M,15.692 M,3.622 M,3.57 M,1.148 M,1.131 M,4.334 M,4.166 M,-7.211 M,-7.194 M,2.147 M,2.092 M,-1.807 M
1899,Xingda International Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,338.4 M,2022,-175.9 M,-16.425 M,-76.315 M,-75.205 M,-48.385 M,-47.681 M,-44.244 M,-42.535 M,9.608 M,9.585 M,-43.558 M,-42.44 M,10.706 M
3300,China Glass Holdings Limited,Industrials,Building Products,Capital Goods,231.6 M,2022,63.026 M,10.484 M,22.764 M,22.433 M,-18.241 M,-17.975 M,13.615 M,13.089 M,306.348 K,305.612 K,-12.219 M,-11.905 M,-28.717 M
471,Silkwave Inc,Communication Services,Media,Media,112.1 M,2022,-4.223 M,-685 K,-1.427 M,-1.427 M,-170 K,-170 K,-5.628 M,-5.628 M,461.5 K,461.5 K,4.673 M,4.673 M,-1.373 M
1919,"COSCO SHIPPING Holdings Co., Ltd.",Industrials,Marine,Transportation,22.353 B,2022,30.401 B,7.318 B,9.735 B,8.467 B,7.144 B,5.527 B,3.949 B,3.071 B,1.504 B,1.107 B,38.984 M,629.2 M,354.6 M
3339,Lonking Holdings Limited,Industrials,Machinery,Capital Goods,736.1 M,2022,25.013 M,31.086 M,-17.83 M,-17.57 M,20.435 M,20.138 M,39.021 M,37.513 M,19.214 M,19.168 M,43.729 M,42.607 M,55.683 M
2007,Country Garden Holdings Company Limited,Real Estate,Real Estate Management & Development,Real Estate,7.807 B,2022,473.6 M,367 M,-116.5 M,-114.8 M,713.2 M,702.8 M,-562.3 M,-540.6 M,-1.223 B,-1.22 B,853.7 M,831.8 M,6.189 M
2886,Binhai Investment Company Limited,Utilities,Gas Utilities,Utilities,301.4 M,2022,-,NA,-5.173 M,-5.182 M,-13.721 M,-13.742 M,592.26 K,591.53 K,4.502 M,4.504 M,-10.766 M,-10.763 M,23.761 M
811,"Xinhua Winshare Publishing and Media Co., Ltd.",Consumer Discretionary,Distributors,Retailing,1.501 B,2022,197.5 M,63.195 M,-18.723 M,106.8 M,111.5 M,69.102 M,-10.778 M,47.504 M,152.5 M,31.26 M,872.396 K,49.243 M,37.734 M
3331,Vinda International Holdings Limited,Consumer Staples,Household Products,Household & Personal Products,3.127 B,2022,125.7 M,-25.608 M,88.154 M,88.307 M,45.038 M,45.106 M,12.146 M,12.131 M,-18.588 M,-18.594 M,38.405 M,38.394 M,44.287 M
817,China Jinmao Holdings Group Limited,Real Estate,Real Estate Management & Development,Real Estate,2.697 B,2022,-1.567 B,-305.8 M,-521.2 M,-513.6 M,786.4 M,775 M,375.2 M,360.8 M,1.81 B,1.806 B,17.2 M,16.759 M,1.366 B
1836,Stella International Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,811.4 M,2022,182.1 M,90.402 M,670 K,670 K,47.797 M,47.797 M,-15.522 M,-15.522 M,59.689 M,59.689 M,-5.5 K,-5.5 K,85.683 M
867,China Medical System Holdings Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",3.811 B,2022,512.5 M,147 M,107.7 M,113.8 M,82.624 M,81.423 M,110 M,108.4 M,94.382 M,90.736 M,100.6 M,100.4 M,85.599 M
1029,IRC Limited,Materials,Metals & Mining,Materials,112.9 M,2022,114 M,20.763 M,36.247 M,36.247 M,39.7 M,39.7 M,19.867 M,19.867 M,9.211 M,9.211 M,8.325 M,8.325 M,5.668 M
1717,Ausnutria Dairy Corporation Ltd,Consumer Staples,Food Products,"Food, Beverage & Tobacco",885.2 M,2022,-13.88 M,-62.041 M,54.583 M,53.789 M,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
2779,China Xinhua Education Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,178.3 M,2022,57.831 M,-5.998 M,36.47 M,35.94 M,-3.598 M,-3.546 M,36.368 M,34.963 M,-11.887 M,-11.859 M,11.745 M,11.443 M,-4.898 M
2233,West China Cement Limited,Materials,Construction Materials,Materials,651.3 M,2022,-92.217 M,-22.144 M,-26.519 M,-26.133 M,-85.547 M,-84.301 M,26.988 M,25.945 M,-24.439 M,-24.38 M,21.071 M,20.53 M,57.274 M
966,China Taiping Insurance Holdings Company Limited,Financials,Insurance,Insurance,3.947 B,2022,9.978 B,3.705 B,1.298 B,1.3 B,4.785 B,4.779 B,2.265 B,2.266 B,4.883 B,4.882 B,2.515 B,2.5 B,3.902 B
268,Kingdee International Software Group Company Limited,Information Technology,Software,Software & Services,6.045 B,2022,-3.622 M,16.454 M,-19.337 M,-20.433 M,45.604 M,44.94 M,-18.732 M,-18.46 M,39.816 M,38.278 M,-6.327 M,-6.312 M,53.759 M
874,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,6.21 B,2022,814.2 M,NA,NA,101.5 M,-93.883 M,513.7 M,38.064 M,222.3 M,-23.464 M,380.6 M,118.7 M,-502.8 M,526.3 M
1114,Brilliance China Automotive Holdings Limited,Consumer Discretionary,Automobiles,Automobiles & Components,2.423 B,2022,109.2 M,64.935 M,-7.199 M,-7.094 M,114.4 M,112.7 M,-135.6 M,-130.4 M,-74.098 M,-73.92 M,27.797 M,27.084 M,-123 M
388,Hong Kong Exchanges and Clearing Limited,Financials,Capital Markets,Diversified Financials,55.132 B,2022,1.752 B,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
895,Dongjiang Environmental Company Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,591.2 M,2022,-40.45 M,11.054 M,-32.769 M,-4.387 M,-16.471 M,-19.614 M,-30.216 M,22.357 M,-26.033 M,-2.642 M,13.307 M,-6.03 M,13.147 M
1100,Mainland Headwear Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,116.3 M,2022,-,NA,2.22 M,2.224 M,358.876 K,359.422 K,3.904 M,3.899 M,3.011 M,3.012 M,3.434 M,3.433 M,0 K
2,CLP Holdings Limited,Utilities,Electric Utilities,Utilities,18.152 B,2022,-328.7 M,466.1 M,-629.8 M,-630.9 M,283.1 M,283.6 M,20.865 M,20.839 M,658 M,658.3 M,81.349 M,81.327 M,627.9 M
1061,Essex Bio-Technology Limited,Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",271.5 M,2022,-,NA,11.127 M,11.147 M,9.138 M,9.152 M,11.374 M,11.36 M,11.415 M,11.419 M,1.622 M,1.622 M,8.048 M
506,China Foods Limited,Consumer Staples,Beverages,"Food, Beverage & Tobacco",1.062 B,2022,114.5 M,65.342 M,-4.817 M,-4.747 M,32.649 M,32.174 M,95.038 M,91.367 M,28.929 M,28.86 M,60.69 M,59.133 M,25.727 M
882,Tianjin Development Holdings Limited,Utilities,Multi-Utilities,Utilities,214.6 M,2022,-23.334 M,18.878 M,0 K,0 K,-6.743 M,0 K,-16.635 M,-8.736 M,25.526 M,0 K,0 K,0 K,-18.245 M
655,Hongkong Chinese Limited,Real Estate,Real Estate Management & Development,Real Estate,129.8 M,2022,2.878 M,-1.488 M,2.943 M,2.948 M,-481.948 K,-481.354 K,2.107 M,-1.393 M,-2.811 M,-2.81 M,-3.858 M,-3.836 M,-1.426 M
69,Shangri-La Asia Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,3.142 B,2022,-,NA,-98.462 M,-98.462 M,-26.864 M,-26.864 M,-80.978 M,-80.978 M,-46.61 M,-46.61 M,-190 M,-190 M,69.679 M
45,"The Hongkong and Shanghai Hotels, Limited",Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.647 B,2022,27.801 M,12.803 M,1.02 M,1.021 M,8.273 M,8.285 M,-6.053 M,-6.046 M,-13.351 M,-13.355 M,-40.578 M,-40.567 M,11.742 M
23,"The Bank of East Asia, Limited",Financials,Banks,Banks,3.29 B,2022,3.053 B,944.9 M,573.4 M,574.4 M,-1.611 B,-1.614 B,-913.7 M,-912.6 M,937.4 M,937.7 M,-202.4 M,-202.3 M,-1.286 B
1072,Dongfang Electric Corporation Limited,Industrials,Electrical Equipment,Capital Goods,7.189 B,2022,773.8 M,865.7 M,-578.3 M,343.4 M,-383.5 M,-160.1 M,-582.1 M,-820.2 M,194.4 M,218.6 M,-113 M,345.4 M,71.798 M
357,Hainan Meilan International Airport Company Limited,Industrials,Transportation Infrastructure,Transportation,1.118 B,2022,42.654 M,7.299 M,15.203 M,14.982 M,24.618 M,24.259 M,-11.335 M,-10.897 M,-51.522 M,-51.398 M,-46.508 M,-45.315 M,11.597 M
2869,Greentown Service Group Co. Ltd.,Real Estate,Real Estate Management & Development,Real Estate,2.067 B,2022,35.013 M,63.472 M,-49.378 M,-52.178 M,59.907 M,59.035 M,-11.78 M,-11.609 M,81.673 M,78.518 M,-6.926 M,-6.909 M,69.763 M
346,Yanchang Petroleum International Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,126.1 M,2022,37.186 M,7.274 M,11.405 M,11.422 M,-12.063 M,-12.049 M,9.261 M,9.264 M,-16.85 M,-16.845 M,-5.198 M,-5.168 M,1.054 M
622,Oshidori International Holdings Limited,Financials,Consumer Finance,Diversified Financials,214 M,2022,150.7 M,27.659 M,48.033 M,48.106 M,-16.117 M,-16.097 M,-46.309 M,-46.323 M,-3.627 M,-3.626 M,7.07 M,7.029 M,-32.161 M
201,Magnificent Hotel Investments Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,129.9 M,2022,-,NA,8.959 M,8.975 M,2.876 M,2.88 M,2.971 M,2.967 M,4.398 M,4.4 M,-3.493 M,-3.492 M,1.383 M
124,Guangdong Land Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,161.3 M,2022,-1.698 B,NA,-354.7 M,-355.2 M,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,13.137 M
340,Tongguan Gold Group Limited,Materials,Metals & Mining,Materials,172.9 M,2022,8.646 M,-3.205 M,7.571 M,7.583 M,854.291 K,853.239 K,809.676 K,809.932 K,-490.096 K,-489.961 K,-2.416 M,-2.402 M,-3.15 M
1578,"Bank of Tianjin Co., Ltd.",Financials,Banks,Banks,1.415 B,2022,1.016 B,-451.3 M,985.7 M,971.4 M,-3.163 B,-3.117 B,-916.6 M,-881.2 M,757.3 M,755.4 M,1.78 B,1.735 B,-422.5 M
548,Shenzhen Expressway Corporation Limited,Industrials,Transportation Infrastructure,Transportation,2.383 B,2022,219.8 M,40.659 M,33.825 M,28.954 M,56.603 M,142 M,-230 M,62.574 M,-106.9 M,-72.08 M,-78.63 M,-30.087 M,23.489 M
175,Geely Automobile Holdings Limited,Consumer Discretionary,Automobiles,Automobiles & Components,12.837 B,2022,1.813 B,366.9 M,543.4 M,574.3 M,808.8 M,797 M,173.1 M,170.6 M,200.4 M,192.7 M,-270.8 M,-270.1 M,479.4 M
1005,Matrix Holdings Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,231.2 M,2022,25.837 M,8.21 M,4.753 M,4.76 M,6.5 M,6.492 M,-373.235 K,-373.353 K,5.502 M,5.5 M,1.635 M,1.625 M,6.168 M
225,Pokfulam Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,120.7 M,2022,6.15 M,1.063 M,2.016 M,2.026 M,2.721 M,2.728 M,594.617 K,596.261 K,2.334 M,0 K,1.526 M,0 K,2.22 M
2327,Meilleure Health International Industry Group Limited,Industrials,Trading Companies & Distributors,Capital Goods,159.1 M,2022,5.425 M,4.303 M,-1.594 M,-1.596 M,-4.179 M,-4.174 M,6.447 M,6.449 M,-1.904 M,-1.904 M,-1.235 M,-1.228 M,2.85 M
694,Beijing Capital International Airport Company Limited,Industrials,Transportation Infrastructure,Transportation,3.605 B,2022,-307 M,-93.081 M,-34.458 M,-62.166 M,-45.499 M,-2.397 M,-74.519 M,-84.996 M,-119.5 M,-104.6 M,30.467 M,80.424 M,145.5 M
450,Hung Hing Printing Group Limited,Materials,Containers & Packaging,Materials,126.1 M,2022,-,NA,-5.111 M,-5.12 M,-1.117 M,-1.119 M,-20.981 M,-20.955 M,9.572 M,9.575 M,3.395 M,3.394 M,12.759 M
169,Wanda Hotel Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,161.6 M,2022,10.639 M,-13.153 M,17.818 M,17.845 M,14.606 M,14.588 M,0 K,0 K,-37.634 M,-37.623 M,0 K,0 K,-58.877 M
255,Lung Kee (Bermuda) Holdings Limited,Industrials,Machinery,Capital Goods,200.4 M,2022,-,NA,-5.91 M,-5.92 M,-1.903 M,-1.906 M,11.726 M,11.712 M,7.206 M,7.208 M,8.381 M,8.378 M,6.51 M
860,Apollo Future Mobility Group Limited,Consumer Discretionary,Distributors,Retailing,175.1 M,2022,-,NA,5.405 M,5.43 M,-12.025 M,-12.057 M,-6.648 M,-6.666 M,-17.835 M,-17.833 M,-12.578 M,-12.513 M,-4.32 M
2488,Launch Tech Company Limited,Consumer Discretionary,Auto Components,Automobiles & Components,120.6 M,2022,-,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
2388,BOC Hong Kong (Holdings) Limited,Financials,Banks,Banks,33.874 B,2022,21.625 B,1.12 B,9.757 B,9.772 B,-23.926 B,-23.897 B,-1.94 B,-1.941 B,-3.978 B,-3.977 B,-677.5 M,-673.5 M,-16.897 B
1349,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co.,Ltd.",Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.049 B,2022,26.841 M,14.107 M,9.267 M,-9.703 M,13.248 M,8.89 M,7.44 M,-6.223 M,11.414 M,-7.888 M,4.394 M,2.625 M,17.789 M
568,Shandong Molong Petroleum Machinery Company Limited,Energy,Energy Equipment & Services,Energy,390.4 M,2022,54.708 M,20.087 M,-13.292 M,58.597 M,-53.791 M,25.673 M,-31.66 M,15.895 M,2.489 M,24.573 M,-18.749 M,41.827 M,13.299 M
81,China Overseas Grand Oceans Group Limited,Real Estate,Real Estate Management & Development,Real Estate,1.524 B,2022,-424.2 M,6.641 M,-230.2 M,-226.9 M,-306.8 M,-302.3 M,136.3 M,131.1 M,-196.2 M,-195.8 M,-300 M,-292.3 M,-387.1 M
2348,Dawnrays Pharmaceutical (Holdings) Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",255.9 M,2022,23.489 M,7.856 M,4.544 M,4.478 M,1.728 M,1.703 M,4.827 M,4.641 M,7.132 M,7.115 M,10.172 M,9.911 M,7.308 M
8137,Honbridge Holdings Limited,Industrials,Electrical Equipment,Capital Goods,1.092 B,2022,17.255 M,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
2899,Zijin Mining Group Company Limited,Materials,Metals & Mining,Materials,40.854 B,2022,1.463 B,630.5 M,361.9 M,436.3 M,260.3 M,17.385 M,207.6 M,-199.4 M,-151.6 M,291.3 M,92.409 M,-194.4 M,-65.419 M
939,China Construction Bank Corporation,Financials,Banks,Banks,162.3 B,2022,-90.627 B,-149.9 B,-158.9 B,292.6 B,-18.37 B,-76.069 B,-127.3 B,378.5 B,-290.5 B,148.6 B,-140.3 B,223.7 B,3.929 B
1066,Shandong Weigao Group Medical Polymer Company Limited,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,7.173 B,2022,245.2 M,82.46 M,46.978 M,46.294 M,105.9 M,104.3 M,62.316 M,59.909 M,75.524 M,75.343 M,19.278 M,18.783 M,80.969 M
2777,"Guangzhou R&F Properties Co., Ltd.",Real Estate,Real Estate Management & Development,Real Estate,855.7 M,2022,115.6 M,-278.1 M,338.4 M,333.5 M,552 M,544 M,1.633 B,1.57 B,421.6 M,-922.1 M,104.8 M,102.1 M,-1.291 B
775,"CK Life Sciences Int'l., (Holdings) Inc.",Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",930.5 M,2022,-,NA,13.637 M,13.661 M,11.403 M,11.42 M,1.904 M,1.902 M,4.499 M,4.5 M,8.113 M,8.111 M,2.896 M
1302,LifeTech Scientific Corporation,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,1.646 B,2022,37.774 M,9.954 M,9.981 M,9.836 M,6.673 M,6.575 M,12.921 M,12.422 M,4.583 M,4.572 M,8.84 M,8.613 M,6.939 M
3903,"Hanhua Financial Holding Co., Ltd.",Financials,Diversified Financial Services,Diversified Financials,190.5 M,2022,88.215 M,8.812 M,37.711 M,37.163 M,66.764 M,65.792 M,67.151 M,64.557 M,133.5 M,133.2 M,51.489 M,50.167 M,93.132 M
2356,Dah Sing Banking Group Limited,Financials,Banks,Banks,1.067 B,2022,-766.8 M,5.955 M,-391.8 M,-392.4 M,83.935 M,83.831 M,-528 M,-528.2 M,-334.7 M,-334.6 M,123.2 M,122.5 M,-14.838 M
656,Fosun International Limited,Industrials,Industrial Conglomerates,Capital Goods,6.623 B,2022,-143.7 M,290.6 M,-365.9 M,-360.6 M,-383.6 M,-378 M,-192.8 M,-185.4 M,371.2 M,370.3 M,313.8 M,305.8 M,-106.1 M
2255,Haichang Ocean Park Holdings Ltd.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.654 B,2022,-110 M,-44.399 M,-13.711 M,-13.512 M,18.292 M,18.025 M,-904.516 K,-869.575 K,-4.627 M,-4.616 M,21.408 M,20.859 M,29.892 M
916,China Longyuan Power Group Corporation Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,9.92 B,2022,1.004 B,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
2299,Billion Industrial Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.015 B,2022,-,NA,29.559 M,31.236 M,225.1 M,221.8 M,164.8 M,162.4 M,42.877 M,41.22 M,-64.606 M,-64.451 M,80.004 M
3838,China Starch Holdings Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",163.4 M,2022,-,NA,-18.67 M,-19.729 M,90.134 M,88.823 M,-33.579 M,-33.091 M,1.94 M,1.866 M,-2.412 M,-2.406 M,-962.171 K
1450,Century Sage Scientific Holdings Limited,Communication Services,Media,Media,341.3 M,2022,-3.753 M,-1.801 M,-180.96 K,-178.328 K,754.363 K,743.38 K,-44.579 K,-42.857 K,-137.145 K,-136.816 K,1.138 M,1.109 M,-1.477 M
240,Build King Holdings Limited,Industrials,Construction & Engineering,Capital Goods,159.8 M,2022,-,NA,35.014 M,35.075 M,-21.109 M,-21.141 M,8.158 M,8.148 M,6.851 M,6.853 M,-13.256 M,-13.252 M,-5.935 M
554,Hans Energy Company Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,128.5 M,2022,-,NA,13.382 M,13.405 M,6.132 M,6.142 M,2.8 M,2.797 M,-19.155 M,-19.161 M,-3.185 M,-3.184 M,0 K
1091,South Manganese Investment Limited,Materials,Metals & Mining,Materials,231.5 M,2022,108.5 M,24.885 M,29.576 M,29.621 M,29.885 M,29.848 M,-14.86 M,-14.865 M,25.256 M,25.249 M,-1.543 M,-1.534 M,13.044 M
133,China Merchants China Direct Investments Limited,Financials,Diversified Financial Services,Diversified Financials,177.6 M,2022,-6.971 M,4.327 M,-7.813 M,-7.813 M,1.45 M,1.45 M,14.382 M,14.382 M,-13.384 M,-13.384 M,3.984 M,3.984 M,13.571 M
592,Bossini International Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,119.6 M,2022,-6.403 M,-5.809 M,979.535 K,981.023 K,8.042 M,8.032 M,-1.191 M,-1.192 M,-733.241 K,-733.039 K,-8.687 M,-8.637 M,-5.272 M
355,Century City International Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,118.2 M,2022,59.208 M,20.566 M,9.132 M,9.146 M,2.029 M,2.026 M,76.556 M,76.58 M,14.502 M,14.498 M,-10.324 M,-10.265 M,-21.904 M
3678,"Holly Futures Co., Ltd.",Financials,Capital Markets,Diversified Financials,1.619 B,2022,74.785 M,461.8 M,43.929 M,74.115 M,73.037 M,-4.468 M,12.075 M,10.316 M,9.917 M,46.489 M,46.377 M,5.639 M,5.494 M
3301,Ronshine China Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,124.4 M,2022,2.449 B,1.048 B,245 M,241.4 M,-21.627 M,-21.312 M,-520 M,-499.9 M,-100.3 M,-100.1 M,10.075 M,9.816 M,343.2 M
1053,Chongqing Iron & Steel Company Limited,Materials,Metals & Mining,Materials,1.798 B,2022,29.444 M,-184.1 M,-39.555 M,287.3 M,-223.6 M,227.1 M,-171 M,125.1 M,53.202 M,21.233 M,-30.085 M,28.806 M,-139.2 M
809,Global Bio-chem Technology Group Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",147.5 M,2022,3.502 M,1.325 M,430.767 K,431.422 K,-32.697 M,-32.656 M,-1.969 M,-1.969 M,-805.752 K,-805.53 K,13.067 M,12.991 M,9.602 M
3396,Legend Holdings Corporation,Information Technology,"Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,2.653 B,2022,3.306 B,668.5 M,1.076 B,1.06 B,-105.7 M,-104.1 M,1.695 B,1.63 B,924.7 M,922.5 M,279.3 M,272.2 M,-188 M
547,Digital Domain Holdings Limited,Communication Services,Entertainment,Media,137.9 M,2022,-13.934 M,-2.498 M,-4.502 M,-4.509 M,-3.305 M,-3.301 M,-1.551 M,-1.552 M,-5.529 M,-5.527 M,-3.67 M,-3.648 M,-13.107 M
2005,SSY Group Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.507 B,2022,70.24 M,3.403 M,31.927 M,31.976 M,1.809 M,1.806 M,14.125 M,14.129 M,4.572 M,4.571 M,8.229 M,8.181 M,-15.601 M
95,LVGEM (China) Real Estate Investment Company Limited,Real Estate,Real Estate Management & Development,Real Estate,902.7 M,2022,-415.6 M,-115.8 M,-103.6 M,-102.1 M,-55.444 M,-54.636 M,25.277 M,24.301 M,11.413 M,11.385 M,-34.766 M,-33.873 M,114.5 M
952,China Tonghai International Financial Limited,Financials,Capital Markets,Diversified Financials,152.7 M,2022,71.534 M,12.583 M,23.355 M,23.391 M,18.627 M,18.604 M,15.766 M,15.771 M,6.926 M,6.924 M,-1.186 M,-1.179 M,23.956 M
3308,Golden Eagle Retail Group Limited,Consumer Discretionary,Multiline Retail,Retailing,1.009 B,2022,-,NA,32.556 M,34.403 M,72.787 M,71.729 M,50.826 M,50.086 M,100.6 M,96.735 M,44.837 M,44.73 M,137.9 M
8037,China Biotech Services Holdings Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,131.3 M,2022,-,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
3382,Tianjin Port Development Holdings Limited,Industrials,Transportation Infrastructure,Transportation,478.5 M,2022,340.3 M,60.895 M,110.1 M,110.3 M,57.286 M,57.215 M,65.031 M,65.051 M,65.114 M,65.096 M,20.756 M,20.636 M,72.368 M
305,Wuling Motors Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,361.3 M,2022,-1.099 B,-278.2 M,-301.8 M,-297.4 M,-257.2 M,-253.5 M,-326.6 M,-314 M,-290.2 M,-289.5 M,-286.5 M,-279.2 M,-260 M
3993,CMOC Group Limited,Materials,Metals & Mining,Materials,15.392 B,2022,715.7 M,49.826 M,1.105 B,-419.3 M,297.2 M,10.878 M,-299.8 M,287.9 M,-1.094 B,714.4 M,-315.2 M,760.7 M,-102.1 M
410,SOHO China Limited,Real Estate,Real Estate Management & Development,Real Estate,874.3 M,2022,-,NA,-24.957 M,-26.372 M,-938.946 K,-925.288 K,5.28 M,0 K,-16.716 M,-16.071 M,30.237 M,30.165 M,42.184 M
1696,Sisram Medical Ltd,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,710.8 M,2022,20.754 M,6.49 M,4.53 M,4.53 M,5.301 M,5.301 M,9.405 M,9.405 M,11.37 M,11.37 M,-3.139 M,-3.139 M,5.311 M
573,Tao Heung Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,111.1 M,2022,29.42 M,2.561 M,12.232 M,12.251 M,8.053 M,8.043 M,5.08 M,5.081 M,-1.403 M,-1.403 M,15.817 M,15.725 M,18.688 M
743,Asia Cement (China) Holdings Corporation,Materials,Construction Materials,Materials,658.7 M,2022,246.6 M,61.171 M,126.4 M,-31.357 M,97.158 M,101.7 M,128.6 M,14.891 M,288.5 M,170.7 M,151.9 M,63.119 M,187.9 M
2225,Jinhai International Group Holdings Limited,Industrials,Professional Services,Commercial & Professional Services,424.6 M,2022,1.348 M,562.343 K,129.041 K,128.162 K,896.595 K,896.341 K,328.872 K,318.192 K,2.288 M,2.244 M,961.387 K,935.422 K,1.725 M
2009,BBMG Corporation,Materials,Construction Materials,Materials,3.017 B,2022,1.825 B,262.2 M,-117.7 M,432.5 M,-418.6 M,1.284 B,59.124 M,1.954 B,-279.4 M,804.9 M,-601.3 M,656.4 M,-255.6 M
3813,Pou Sheng International (Holdings) Limited,Consumer Discretionary,Specialty Retail,Retailing,454.9 M,2022,-,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
6093,Hevol Services Group Co. Limited,Real Estate,Real Estate Management & Development,Real Estate,255.4 M,2022,9.008 M,-9.624 M,14.351 M,14.142 M,1.493 M,1.471 M,2.933 M,2.819 M,-1.68 M,-1.676 M,1.018 M,992.332 K,373.615 K
982,Huafa Property Services Group Company Limited,Real Estate,Real Estate Management & Development,Real Estate,189.7 M,2022,10.482 M,-6.941 M,11.962 M,11.981 M,-1.557 M,-1.555 M,6.24 M,6.242 M,-852.911 K,-852.675 K,3.587 M,3.567 M,-673.108 K
951,Chaowei Power Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,263 M,2022,169.8 M,-36.355 M,125.8 M,124 M,-83.145 M,-81.934 M,-52.378 M,-50.355 M,83.831 M,83.63 M,-43.548 M,-42.43 M,50.467 M
976,Chiho Environmental Group Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,139 M,2022,14.069 M,-27.019 M,34.227 M,34.279 M,-18.72 M,-18.697 M,24.244 M,24.252 M,3.98 M,3.979 M,5.056 M,5.027 M,7.265 M
750,China Shuifa Singyes Energy Holdings Limited,Industrials,Construction & Engineering,Capital Goods,212 M,2022,-163.9 M,-39.268 M,-46.819 M,-46.138 M,17.348 M,17.096 M,-4.987 M,-4.794 M,-6.814 M,-6.798 M,9.277 M,9.039 M,-9.83 M
1368,Xtep International Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,2.947 B,2022,29.989 M,47.311 M,-34.802 M,-36.776 M,-21.77 M,-21.453 M,43.647 M,43.012 M,-7.469 M,-7.18 M,14.931 M,14.895 M,20.274 M
