Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,Revenue,Revenue FQ-1,Revenue FQ-2,Revenue FQ-3,Revenue FQ-4,Revenue FQ-5,Revenue FQ-6,Revenue FQ-7,Revenue FQ-8,Revenue FQ-9,Revenue FQ-10,Revenue FQ-11,Revenue FQ-12
1075,Capinfo Company Limited,Information Technology,IT Services,Software & Services,129.2 M,2022,220.2 M,37.526 M,78.631 M,77.488 M,33.093 M,32.611 M,75.817 M,72.888 M,29.773 M,29.702 M,65.928 M,64.236 M,30.091 M
142,First Pacific Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",1.295 B,2022,9.949 B,2.536 B,2.439 B,2.439 B,2.113 B,2.113 B,1.846 B,1.846 B,1.719 B,1.719 B,1.512 B,1.982 B,2.046 B
1223,Symphony Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,329.6 M,2022,62.297 M,8.642 M,17.357 M,17.383 M,8.958 M,8.947 M,14.857 M,14.861 M,7.858 M,7.856 M,12.518 M,12.446 M,12.408 M
8227,"Xi'an Haitian Antenna Technologies Co., Ltd.",Information Technology,Communications Equipment,Technology Hardware & Equipment,106.4 M,2022,4.171 M,713.662 K,1.119 M,2.05 M,1.487 M,1.334 M,1.197 M,922.62 K,364.493 K,269.359 K,250.855 K,1.764 M,536.503 K
120,Cosmopolitan International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,1.649 B,2022,332.5 M,65.815 M,101.2 M,101.3 M,3.928 M,3.923 M,2.354 M,2.355 M,2.135 M,2.135 M,4.536 M,4.51 M,3.13 M
3833,"Xinjiang Xinxin Mining Industry Co., Ltd.",Materials,Metals & Mining,Materials,363.2 M,2022,442.7 M,137.3 M,96.406 M,95.004 M,89.598 M,88.294 M,93.582 M,89.967 M,44.735 M,44.627 M,76.342 M,74.383 M,43.28 M
505,Xingye Alloy Materials Group Limited,Industrials,Electrical Equipment,Capital Goods,113.8 M,2022,1.045 B,254.1 M,297.6 M,293.2 M,245.3 M,241.7 M,197.9 M,190.3 M,138.1 M,137.7 M,165.5 M,161.2 M,141.9 M
1358,PW Medtech Group Limited,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,111.7 M,2022,52.559 M,16.895 M,10.85 M,10.692 M,10.337 M,10.186 M,11.169 M,10.737 M,7.185 M,7.168 M,13.635 M,13.285 M,12.547 M
2299,Billion Industrial Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.015 B,2022,2.257 B,524.4 M,604.7 M,638.9 M,612 M,603.1 M,500.5 M,493.2 M,368.9 M,354.7 M,255.8 M,255.2 M,341.7 M
1141,CMBC Capital Holdings Limited,Financials,Capital Markets,Diversified Financials,183.2 M,2022,51.937 M,9.111 M,16.982 M,17.008 M,20.958 M,20.932 M,24.956 M,24.964 M,24.399 M,24.392 M,29.099 M,28.931 M,18.799 M
588,Beijing North Star Company Limited,Real Estate,Real Estate Management & Development,Real Estate,862.6 M,2022,1.883 B,270.7 M,673.7 M,366.9 M,-,1.078 B,584.1 M,1 B,2.018 B,217.5 M,122.4 M,350.7 M,1.443 B
2722,"Chongqing Machinery & Electric Co., Ltd.",Industrials,Industrial Conglomerates,Capital Goods,291 M,2022,1.045 B,260 M,261.7 M,276.5 M,285.7 M,281.5 M,292.7 M,288.4 M,276.4 M,265.7 M,195.2 M,194.7 M,221.1 M
686,"Beijing Energy International Holding Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,527.9 M,2022,522.4 M,156.5 M,119.2 M,117.5 M,101.4 M,99.962 M,82.57 M,79.38 M,75.791 M,75.609 M,77.195 M,75.214 M,79.587 M
1708,Nanjing Sample Technology Company Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,423.8 M,2022,129.8 M,41.926 M,26.603 M,26.216 M,44.593 M,43.944 M,49.595 M,47.679 M,21.121 M,21.07 M,48.125 M,46.89 M,59.487 M
1126,Dream International Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,365.6 M,2022,801.1 M,217.3 M,181.1 M,181.4 M,182.2 M,182.4 M,126.2 M,126 M,138.7 M,138.7 M,105.1 M,105.1 M,152.9 M
1091,South Manganese Investment Limited,Materials,Metals & Mining,Materials,231.5 M,2022,2.244 B,575 M,551.7 M,552.5 M,272.3 M,272 M,144.8 M,144.8 M,137 M,136.9 M,170.8 M,169.8 M,201 M
1719,China Infrastructure & Logistics Group Ltd.,Industrials,Transportation Infrastructure,Transportation,219.8 M,2022,40.937 M,12.078 M,8.279 M,8.293 M,8.027 M,8.039 M,7.889 M,7.88 M,22.098 M,22.105 M,4.853 M,4.852 M,15.318 M
439,KuangChi Science Limited,Industrials,Aerospace & Defense,Capital Goods,130.2 M,2022,16.682 M,1.974 M,6.359 M,6.369 M,901.623 K,900.512 K,2.457 M,2.458 M,3.96 M,3.959 M,1.594 M,1.678 M,2.256 M
373,Allied Group Limited,Financials,Consumer Finance,Diversified Financials,774.4 M,2022,710 M,172.6 M,165.3 M,165.6 M,131.8 M,131.6 M,68.133 M,68.155 M,141.4 M,141.4 M,156.9 M,156 M,152.9 M
1100,Mainland Headwear Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,116.3 M,2022,240.1 M,59.398 M,60.018 M,60.122 M,55.063 M,55.146 M,47.761 M,47.702 M,39.797 M,39.81 M,27.801 M,27.794 M,40.145 M
1005,Matrix Holdings Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,231.2 M,2022,149.8 M,36.841 M,38.361 M,38.42 M,31.198 M,31.16 M,32.991 M,33.002 M,25.135 M,25.128 M,46.675 M,46.405 M,37.681 M
346,Yanchang Petroleum International Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,126.1 M,2022,2.41 B,596.3 M,613.7 M,614.6 M,657.7 M,656.9 M,1.232 B,1.232 B,526.5 M,526.4 M,306.7 M,304.9 M,219.2 M
2869,Greentown Service Group Co. Ltd.,Real Estate,Real Estate Management & Development,Real Estate,2.067 B,2022,2.154 B,564.2 M,509.5 M,538.4 M,548.4 M,540.4 M,433.3 M,427 M,437 M,420.1 M,311.4 M,310.6 M,353.2 M
431,Greater China Financial Holdings Limited,Financials,Consumer Finance,Diversified Financials,129.8 M,2022,30.366 M,7.921 M,7.322 M,7.333 M,10.992 M,10.978 M,16.579 M,16.585 M,8.726 M,8.723 M,5.537 M,5.505 M,4.142 M
316,Orient Overseas (International) Limited,Industrials,Marine,Transportation,12.661 B,2022,19.82 B,4.38 B,5.531 B,5.531 B,4.922 B,4.922 B,3.494 B,3.494 B,2.38 B,2.38 B,1.715 B,1.715 B,1.789 B
230,Minmetals Land Limited,Real Estate,Real Estate Management & Development,Real Estate,206.8 M,2022,1.289 B,240.9 M,400.4 M,401.1 M,510.5 M,511.2 M,317.2 M,316.8 M,321.7 M,321.8 M,172.4 M,172.4 M,363.2 M
326,China Star Entertainment Limited,Communication Services,Entertainment,Media,203.8 M,2022,501.344 K,16.085 K,-,-,2.254 K,2.251 K,-52.886 K,125.032 K,199.212 K,199.157 K,354.513 K,352.464 K,97.804 K
185,Zensun Enterprises Limited,Real Estate,Real Estate Management & Development,Real Estate,236.4 M,2022,1.756 B,310.8 M,615.7 M,606.8 M,433.3 M,427 M,446.7 M,429.4 M,158.3 M,158 M,614.6 M,598.9 M,23.875 M
28,Tian An China Investments Company Limited,Real Estate,Real Estate Management & Development,Real Estate,747.1 M,2022,651.7 M,265.9 M,58.142 M,58.243 M,131.8 M,132 M,33.467 M,33.426 M,98.302 M,98.333 M,53.885 M,53.87 M,78.02 M
1349,"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co.,Ltd.",Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.049 B,2022,149.5 M,62.547 M,19.47 M,22.207 M,69.583 M,46.377 M,42.253 M,19.26 M,51.716 M,38.379 M,28.434 M,4.902 M,58.086 M
568,Shandong Molong Petroleum Machinery Company Limited,Energy,Energy Equipment & Services,Energy,390.4 M,2022,423.1 M,150.7 M,88.463 M,124.2 M,162.4 M,209.7 M,83.036 M,120.7 M,128.9 M,116.1 M,74.279 M,141.9 M,143.2 M
669,Techtronic Industries Company Limited,Industrials,Machinery,Capital Goods,19.938 B,2022,13.254 B,3.11 B,3.517 B,3.517 B,3.405 B,3.405 B,3.197 B,3.197 B,2.803 B,2.803 B,2.103 B,2.103 B,1.969 B
752,Pico Far East Holdings Limited,Communication Services,Media,Media,230.3 M,2022,578.5 M,139.9 M,149.4 M,150.4 M,139.8 M,140 M,120.7 M,121 M,101.3 M,101.3 M,120.5 M,120.3 M,162.2 M
3303,Jutal Offshore Oil Services Limited,Energy,Energy Equipment & Services,Energy,106 M,2022,463.6 M,91.988 M,152.6 M,150.4 M,158.1 M,155.8 M,180.1 M,173.1 M,91.738 M,91.517 M,91.051 M,88.714 M,35.874 M
3869,Hospital Corporation of China Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,135.6 M,2022,127.5 M,42.655 M,24.63 M,24.271 M,16.048 M,15.814 M,16.739 M,16.092 M,12.786 M,12.755 M,14.531 M,14.158 M,15.184 M
8279,AGTech Holdings Limited,Information Technology,IT Services,Software & Services,364.3 M,2022,45.021 M,14.565 M,12.488 M,4.503 M,13.894 M,8.604 M,7.368 M,2.666 M,7.168 M,8.025 M,3.895 M,1.767 M,7.316 M
528,Kingdom Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,113.9 M,2022,298.5 M,75.471 M,82.059 M,80.865 M,58.596 M,57.743 M,48.493 M,46.62 M,30.027 M,29.955 M,55.178 M,53.762 M,53.24 M
1868,Neo-Neon Holdings Limited,Industrials,Electrical Equipment,Capital Goods,116.1 M,2022,134.5 M,41.035 M,25.642 M,27.096 M,-,-,25.773 M,25.398 M,38.85 M,42.245 M,21.445 M,21.394 M,33.663 M
1696,Sisram Medical Ltd,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,710.8 M,2022,354.5 M,89.988 M,87.252 M,87.252 M,84.501 M,84.501 M,62.647 M,62.647 M,45.179 M,45.179 M,35.868 M,35.868 M,44.044 M
8446,In Technical Productions Holdings Limited,Communication Services,Entertainment,Media,841.8 M,2022,8.837 M,683.328 K,987.492 K,595.305 K,847.848 K,308.258 K,290.54 K,145.287 K,-116.626 K,1.558 M,1.916 M,2.356 M,2.557 M
1702,Dongguang Chemical Limited,Materials,Chemicals,Materials,205.7 M,2022,453.9 M,99.124 M,128.4 M,135.7 M,124.7 M,122.9 M,100.3 M,98.848 M,73.528 M,70.688 M,70.489 M,70.32 M,72.128 M
289,Wing On Company International Limited,Consumer Discretionary,Multiline Retail,Retailing,511.4 M,2022,136.9 M,32.136 M,32.693 M,32.742 M,36.397 M,36.352 M,44.591 M,44.605 M,32.272 M,32.263 M,42.868 M,42.62 M,45.283 M
93,Termbray Industries International (Holdings) Limited,Real Estate,Real Estate Management & Development,Real Estate,180.1 M,2022,17.144 M,4.635 M,3.971 M,2.098 M,560.966 K,560.93 K,413.535 K,411.427 K,539.508 K,541.316 K,741.342 K,743.178 K,1.211 M
212,Nanyang Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,119 M,2022,12.11 M,2.609 M,3.413 M,3.419 M,2.648 M,2.652 M,10.639 M,10.626 M,6.454 M,6.456 M,6.855 M,6.853 M,4.338 M
769,China Rare Earth Holdings Limited,Materials,Metals & Mining,Materials,134.2 M,2022,136.8 M,25.558 M,43.186 M,43.252 M,34.714 M,34.671 M,42.082 M,42.095 M,29.665 M,29.657 M,37.188 M,36.973 M,28.098 M
551,Yue Yuen Industrial (Holdings) Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,2.264 B,2022,8.97 B,2.262 B,2.315 B,2.394 B,2.092 B,1.634 B,2.314 B,2.493 B,2.358 B,2.001 B,2.116 B,1.969 B,2.586 B
376,Yunfeng Financial Group Limited,Financials,Insurance,Insurance,606.1 M,2022,1.146 B,229.6 M,346.1 M,346.7 M,332.1 M,331.7 M,488.4 M,488.6 M,199.7 M,199.7 M,305.4 M,303.6 M,225.3 M
1161,Water Oasis Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,145.7 M,2022,107.3 M,28.902 M,24.788 M,24.905 M,33.083 M,33.17 M,20.251 M,20.307 M,10.673 M,10.673 M,23.601 M,23.481 M,24.414 M
412,Shandong Hi-Speed Holdings Group Limited,Financials,Diversified Financial Services,Diversified Financials,3.811 B,2022,222 M,77.667 M,33.686 M,33.737 M,34.8 M,34.757 M,41.978 M,41.992 M,40.093 M,40.082 M,36.2 M,35.991 M,21.121 M
1122,"Qingling Motors Co., Ltd.",Consumer Discretionary,Automobiles,Automobiles & Components,306.7 M,2022,603.3 M,151.2 M,167.1 M,164.7 M,209.4 M,206.3 M,217.6 M,209.2 M,159.1 M,158.7 M,165.8 M,161.5 M,175.8 M
603,China Oil And Gas Group Limited,Utilities,Gas Utilities,Utilities,165.3 M,2022,1.984 B,522.1 M,473.9 M,474.7 M,447.7 M,447.1 M,372.7 M,372.8 M,300.2 M,300.1 M,328.1 M,326.2 M,329.5 M
337,Greenland Hong Kong Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,236.4 M,2022,3.806 B,396.1 M,1.611 B,1.588 B,1.041 B,1.026 B,1.807 B,1.737 B,717.7 M,716 M,2.215 B,2.158 B,422.4 M
3989,Capital Environment Holdings Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,264.1 M,2022,665.4 M,150.5 M,182.6 M,193 M,306.7 M,302.2 M,211.8 M,208.7 M,331.3 M,318.5 M,235 M,234.4 M,222.7 M
1383,LET Group Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,160.8 M,2022,49.225 M,12.156 M,10.121 M,10.323 M,9.313 M,9.302 M,17.496 M,-4.183 M,5.281 M,5.268 M,18.375 M,17.904 M,20.343 M
32,The Cross-Harbour (Holdings) Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,509 M,2022,-8.298 M,-,-5.822 M,-5.832 M,-29.784 M,-29.829 M,29.849 M,29.812 M,39.353 M,39.365 M,14.112 M,14.108 M,17.546 M
548,Shenzhen Expressway Corporation Limited,Industrials,Transportation Infrastructure,Transportation,2.383 B,2022,1.529 B,346.5 M,279.6 M,668.1 M,375.3 M,349.6 M,299.4 M,689.6 M,263.4 M,178.6 M,67.026 M,314.8 M,208.5 M
882,Tianjin Development Holdings Limited,Utilities,Multi-Utilities,Utilities,214.6 M,2022,475.1 M,125.4 M,-,-,114.4 M,114.3 M,12.966 M,149.5 M,109.8 M,109.7 M,172.5 M,171.5 M,119.1 M
225,Pokfulam Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,120.7 M,2022,22.368 M,5.444 M,5.754 M,5.782 M,5.3 M,5.314 M,4.37 M,4.382 M,4.804 M,4.804 M,5.729 M,5.7 M,5.939 M
719,Shandong Xinhua Pharmaceutical Company Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.749 B,2022,1.088 B,251.5 M,273.6 M,288.8 M,254.9 M,215.4 M,276.1 M,269.8 M,209.4 M,199.2 M,223.6 M,240.9 M,168.8 M
542,TFG International Group Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,212.4 M,2022,52.811 M,26.476 M,-24.755 K,-24.792 K,525.48 K,524.832 K,-7.894 M,-7.897 M,9.339 M,9.336 M,1.126 M,1.12 M,1.083 M
1782,Vixtel Technologies Holdings Limited,Information Technology,IT Services,Software & Services,173.8 M,2022,15.304 M,3.603 M,4.473 M,4.407 M,3.273 M,3.226 M,3.435 M,3.303 M,2.558 M,2.552 M,3.789 M,3.692 M,2.94 M
2488,Launch Tech Company Limited,Consumer Discretionary,Auto Components,Automobiles & Components,120.6 M,2022,186.9 M,43.319 M,55.325 M,54.52 M,49.685 M,48.961 M,51.924 M,49.918 M,27.653 M,27.586 M,37.189 M,36.206 M,30.878 M
8037,China Biotech Services Holdings Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,131.3 M,2022,237.2 M,75.015 M,38.591 M,49.033 M,15.181 M,16.859 M,28.333 M,19.832 M,14.029 M,66.545 M,2.4 M,1.639 M,2.117 M
272,Shui On Land Limited,Real Estate,Real Estate Management & Development,Real Estate,1.023 B,2022,2.257 B,783.6 M,329.5 M,348.2 M,438.9 M,432.5 M,927.4 M,913.9 M,241 M,231.7 M,102.6 M,102.4 M,178.8 M
720,Auto Italia Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,120.7 M,2022,3.833 M,929.368 K,995.375 K,996.887 K,590.392 K,589.665 K,130.216 K,130.258 K,194.89 K,194.836 K,5.918 M,5.884 M,8.943 M
3399,Guangdong Yueyun Transportation Company Limited,Industrials,Air Freight & Logistics,Transportation,106 M,2022,843.8 M,204.1 M,217.5 M,229.9 M,250 M,246.4 M,239.5 M,236 M,228.5 M,219.7 M,184.1 M,183.7 M,242.3 M
952,China Tonghai International Financial Limited,Financials,Capital Markets,Diversified Financials,152.7 M,2022,-266.6 M,-4.873 M,-129.2 M,-129.4 M,14.98 M,14.962 M,34.11 M,34.12 M,5.929 M,5.928 M,5.069 M,5.039 M,25.425 M
611,China Nuclear Energy Technology Corporation Limited,Industrials,Construction & Engineering,Capital Goods,103.8 M,2022,354.2 M,78.142 M,-,-,67.186 M,67.103 M,67.608 M,78.431 M,63.272 M,63.255 M,119.5 M,118.8 M,66.656 M
981,Semiconductor Manufacturing International Corporation,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,26.279 B,2022,7.232 B,1.903 B,1.842 B,1.58 B,1.415 B,1.344 B,1.104 B,981.1 M,1.083 B,938.5 M,904.9 M,839.4 M,816.5 M
3848,Wealthy Way Group Limited,Financials,Diversified Financial Services,Diversified Financials,120.3 M,2022,11.405 M,-,2.807 M,2.967 M,3.583 M,3.531 M,4.712 M,4.643 M,-8.979 M,-8.632 M,3.735 M,3.726 M,5.477 M
3918,NagaCorp Ltd.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,3.478 B,2022,435.6 M,96.29 M,121.5 M,121.5 M,41.597 M,41.597 M,65.215 M,65.215 M,250.6 M,250.6 M,188.8 M,188.8 M,432 M
187,Beijing Jingcheng Machinery Electric Company Limited,Industrials,Machinery,Capital Goods,819.8 M,2022,192.3 M,53.418 M,44.123 M,51.953 M,50.544 M,43.265 M,37.724 M,41.779 M,42.965 M,46.829 M,27.245 M,44.306 M,40.887 M
156,Lippo China Resources Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,139.3 M,2022,77.314 M,17.808 M,21.015 M,21.478 M,20.98 M,20.979 M,23.356 M,23.237 M,31.488 M,31.593 M,77.363 M,77.554 M,81.133 M
635,Playmates Holdings Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,166.2 M,2022,92.194 M,21.715 M,24.132 M,24.174 M,34.226 M,34.278 M,21.063 M,21.037 M,21.109 M,21.116 M,13.485 M,13.481 M,21.237 M
617,Paliburg Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,255.6 M,2022,742 M,186.3 M,186.3 M,186.6 M,71.552 M,71.463 M,39.568 M,39.58 M,53.5 M,53.485 M,96.825 M,96.266 M,89.003 M
535,Gemdale Properties and Investment Corporation Limited,Real Estate,Real Estate Management & Development,Real Estate,1.1 B,2022,1.696 B,171.4 M,722.8 M,712.3 M,387 M,381.4 M,846.2 M,813.5 M,413.1 M,412.1 M,621 M,605.1 M,223 M
169,Wanda Hotel Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,161.6 M,2022,103.7 M,22.694 M,29.406 M,29.451 M,26.733 M,26.7 M,26.402 M,26.41 M,15.874 M,15.869 M,-,-,25.014 M
531,Samson Holding Ltd.,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,102.1 M,2022,598.8 M,159.9 M,139.5 M,139.5 M,125.4 M,125.4 M,118.7 M,118.7 M,112.7 M,112.7 M,86.072 M,86.072 M,128.4 M
1088,China Shenhua Energy Company Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,71.854 B,2022,49.954 B,11.934 B,12.19 B,13.233 B,16.092 B,13.811 B,11.827 B,10.318 B,10.288 B,8.996 B,7.634 B,7.212 B,9.195 B
360,New Focus Auto Tech Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,100.9 M,2022,89.251 M,19.54 M,-,-,29.265 M,28.839 M,37.591 M,39.205 M,26.843 M,26.779 M,50.619 M,49.32 M,76.145 M
818,Hi Sun Technology (China) Limited,Financials,Diversified Financial Services,Diversified Financials,279.5 M,2022,439.8 M,107.7 M,111 M,111.2 M,-,-,129.5 M,129.3 M,98.272 M,136.9 M,130.5 M,130.4 M,164.9 M
547,Digital Domain Holdings Limited,Communication Services,Entertainment,Media,137.9 M,2022,118.8 M,30.813 M,28.83 M,28.874 M,26.703 M,26.67 M,17.362 M,17.368 M,21.424 M,21.418 M,11.959 M,21.755 M,18.206 M
194,Liu Chong Hing Investment Limited,Real Estate,Real Estate Management & Development,Real Estate,313.5 M,2022,91.632 M,21.559 M,24.008 M,24.05 M,28.561 M,28.604 M,25.103 M,25.072 M,24.668 M,24.676 M,25.105 M,25.098 M,29.226 M
2218,"Yantai North Andre Juice Co.,Ltd.",Consumer Staples,Food Products,"Food, Beverage & Tobacco",735.2 M,2022,149.6 M,45.119 M,42.001 M,39.95 M,30.91 M,41.411 M,23.041 M,28.022 M,27.831 M,37.895 M,28.574 M,42.809 M,22.835 M
133,China Merchants China Direct Investments Limited,Financials,Diversified Financial Services,Diversified Financials,177.6 M,2022,-119 M,-41.827 M,-17.661 M,-17.661 M,49.159 M,49.159 M,92.241 M,92.241 M,-20.451 M,-20.451 M,-833.435 K,-833.435 K,74.978 M
355,Century City International Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,118.2 M,2022,742.6 M,185.8 M,187 M,187.3 M,71.783 M,71.695 M,40.329 M,40.342 M,53.887 M,53.872 M,98.243 M,97.675 M,89.246 M
878,Soundwill Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,244.7 M,2022,61.286 M,13.257 M,17.22 M,17.25 M,19.793 M,19.823 M,16.76 M,16.739 M,20.888 M,20.895 M,23.638 M,23.632 M,23.949 M
99,Wong's International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,114 M,2022,445.7 M,-,99.351 M,99.524 M,109 M,109.2 M,100.3 M,100.1 M,115.2 M,115.2 M,92.826 M,92.801 M,114.2 M
31,China Aerospace International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,169 M,2022,576.7 M,129.9 M,156.9 M,157.1 M,166 M,166.2 M,138.9 M,138.8 M,-,-,97.191 M,97.165 M,115 M
978,China Merchants Land Limited,Real Estate,Real Estate Management & Development,Real Estate,324.9 M,2022,4.331 B,1.13 B,1.029 B,1.088 B,1.465 B,1.443 B,565.6 M,557.4 M,1.224 B,1.176 B,210.9 M,210.4 M,1.188 B
69,Shangri-La Asia Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,3.142 B,2022,1.462 B,417.3 M,313.7 M,313.7 M,347.6 M,347.6 M,272.9 M,272.9 M,289.9 M,289.9 M,226.8 M,226.8 M,618.1 M
1347,Hua Hong Semiconductor Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,5.821 B,2022,2.374 B,607.7 M,607.7 M,528.3 M,451.5 M,346.1 M,304.8 M,280.1 M,253 M,225.3 M,202.9 M,242.8 M,239 M
1811,"CGN New Energy Holdings Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,1.377 B,2022,2.43 B,648.2 M,566.9 M,566.9 M,449 M,449 M,418.5 M,418.5 M,278.4 M,278.4 M,296.6 M,296.6 M,307.2 M
1977,Analogue Holdings Limited,Industrials,Construction & Engineering,Capital Goods,231.9 M,2022,829.5 M,219.9 M,192.5 M,192.9 M,193.5 M,193.8 M,150.3 M,150.1 M,173.1 M,173.2 M,157.5 M,157.4 M,154.2 M
2588,BOC Aviation Limited,Industrials,Trading Companies & Distributors,Capital Goods,5.305 B,2022,1.921 B,485.3 M,475.4 M,475.4 M,510.1 M,510.1 M,511 M,511 M,495.7 M,495.7 M,485.3 M,485.3 M,457 M
8328,Xinyi Electric Storage Holdings Limited,Industrials,Electrical Equipment,Capital Goods,391.1 M,2022,136.6 M,44.181 M,31.131 M,13.53 M,32.467 M,17.628 M,9.347 M,5.564 M,8.368 M,9.335 M,6.625 M,3.813 M,8.889 M
2232,Crystal International Group Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.047 B,2022,2.491 B,624.7 M,620.8 M,620.8 M,643.5 M,643.5 M,527.2 M,527.2 M,532.2 M,532.2 M,460.5 M,460.5 M,642.1 M
2166,Smart-Core Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,127.2 M,2022,1.282 B,276.7 M,360.8 M,361.4 M,351.3 M,351.8 M,316.3 M,315.9 M,220.2 M,220.3 M,137.2 M,137.2 M,171.5 M
1216,"Zhongyuan Bank Co., Ltd.",Financials,Banks,Banks,2.933 B,2022,2.005 B,398.1 M,420.7 M,569.2 M,416 M,435.4 M,386.3 M,568.5 M,353 M,406.7 M,366.7 M,443.9 M,395.3 M
1523,Plover Bay Technologies Limited,Information Technology,Communications Equipment,Technology Hardware & Equipment,348.6 M,2022,86.757 M,23.322 M,20.057 M,20.057 M,20.689 M,20.689 M,16.375 M,16.375 M,14.358 M,14.358 M,12.051 M,12.051 M,11.943 M
2136,Lifestyle China Group Limited,Consumer Discretionary,Multiline Retail,Retailing,223.9 M,2022,163.5 M,43.507 M,37.948 M,40.1 M,50.718 M,49.98 M,50.728 M,49.989 M,48.827 M,46.941 M,34.432 M,34.349 M,43.162 M
1272,"Datang Environment Industry Group Co., Ltd.",Industrials,Commercial Services & Supplies,Commercial & Professional Services,359.1 M,2022,771.7 M,-,186 M,169.1 M,291.1 M,192.6 M,184.6 M,153.3 M,358.9 M,237.1 M,234.8 M,170.7 M,343.5 M
6088,FIT Hon Teng Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,1.715 B,2022,4.531 B,1.215 B,1.051 B,1.051 B,1.254 B,1.254 B,991 M,991 M,1.199 B,1.199 B,958.3 M,958.3 M,1.227 B
1183,MECOM Power and Construction Limited,Industrials,Construction & Engineering,Capital Goods,515.9 M,2022,134.8 M,36.695 M,30.953 M,30.998 M,25.936 M,25.904 M,26.151 M,26.162 M,18.141 M,18.136 M,22.725 M,22.593 M,8.337 M
2448,Space Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,349.1 M,2022,59.355 M,15.083 M,14.427 M,14.452 M,13.646 M,13.665 M,19.014 M,18.99 M,11.704 M,11.709 M,13.346 M,13.343 M,11.571 M
1978,LH Group Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,131.5 M,2022,124.7 M,25.639 M,36.993 M,37.049 M,27.475 M,27.441 M,25.809 M,25.817 M,26.178 M,26.171 M,31.275 M,31.094 M,33.375 M
1231,Newton Resources Ltd,Industrials,Trading Companies & Distributors,Capital Goods,346.5 M,2022,201.5 M,46.419 M,54.325 M,54.325 M,22.133 M,22.133 M,124.3 M,124.3 M,151.2 M,151.2 M,82.508 M,82.508 M,111.8 M
