Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,EBITDA,EBITDA FQ-1,EBITDA FQ-2,EBITDA FQ-3,EBITDA FQ-4,EBITDA FQ-5,EBITDA FQ-6,EBITDA FQ-7,EBITDA FQ-8,EBITDA FQ-9,EBITDA FQ-10,EBITDA FQ-11,EBITDA FQ-12
1666,Tong Ren Tang Technologies Co. Ltd.,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.158 B,2022,201.4 M,52.236 M,48.538 M,51.291 M,45.816 M,45.15 M,52.118 M,51.359 M,44.581 M,42.858 M,39.538 M,39.443 M,22.031 M
50,Hong Kong Ferry (Holdings) Company Limited,Real Estate,Real Estate Management & Development,Real Estate,331.3 M,2022,12.181 M,1.411 M,4.707 M,4.716 M,1.055 M,1.057 M,4.067 M,4.062 M,1.172 M,1.172 M,3.118 M,3.117 M,2.871 M
3,The Hong Kong and China Gas Company Limited,Utilities,Gas Utilities,Utilities,16.497 B,2022,1.465 B,349.4 M,391 M,391.7 M,359.2 M,359.8 M,405.3 M,404.8 M,368.9 M,369 M,349.5 M,349.4 M,324.1 M
201,Magnificent Hotel Investments Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,129.9 M,2022,27.185 M,2.789 M,10.679 M,10.697 M,2.848 M,2.852 M,3.096 M,3.092 M,3.843 M,3.844 M,-390.296 K,-390.189 K,1.294 M
622,Oshidori International Holdings Limited,Financials,Consumer Finance,Diversified Financials,214 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
861,Digital China Holdings Limited,Information Technology,IT Services,Software & Services,833.6 M,2022,119.1 M,18.52 M,41.31 M,41.372 M,25.701 M,25.669 M,18.021 M,18.027 M,15.831 M,15.826 M,24.038 M,23.899 M,16.978 M
1133,Harbin Electric Company Limited,Industrials,Electrical Equipment,Capital Goods,782.6 M,2022,-600.6 M,31.254 M,-347.8 M,-342.7 M,18.954 M,18.678 M,14.161 M,13.611 M,28.619 M,28.55 M,30.931 M,30.113 M,24.406 M
340,Tongguan Gold Group Limited,Materials,Metals & Mining,Materials,172.9 M,2022,29.597 M,4.021 M,10.855 M,10.871 M,5.693 M,5.686 M,3.005 M,3.006 M,803.946 K,803.724 K,-18.03 K,-17.926 K,572.808 K
8095,Beijing Beida Jade Bird Universal Sci-Tech Company Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,119.6 M,2022,-3.958 M,-212.158 K,-568.124 K,-5.598 M,340.684 K,1.672 M,675.315 K,3.716 M,2.391 M,756.705 K,-710.448 K,-356.568 K,4.931 M
1578,"Bank of Tianjin Co., Ltd.",Financials,Banks,Banks,1.415 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
85,China Electronics Huada Technology Company Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,395.6 M,2022,38.571 M,15.3 M,4.038 M,4.044 M,4.622 M,4.616 M,-66.624 K,-66.645 K,5.526 M,5.524 M,3.358 M,3.338 M,6.258 M
124,Guangdong Land Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,161.3 M,2022,252 M,-1.79 M,119.5 M,119.9 M,74.909 M,24.475 M,129.2 M,-115.7 M,99.608 M,-3.324 M,22.239 M,-11.615 M,3.175 M
1610,COFCO Joycome Foods Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",1.272 B,2022,74.515 M,-62.199 M,112.8 M,111.2 M,104.7 M,103.2 M,325.7 M,313.2 M,156.4 M,156.1 M,132 M,128.6 M,-27.166 M
1526,Rici Healthcare Holdings Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,119.5 M,2022,57.766 M,-1.158 M,31.607 M,31.148 M,12.389 M,12.208 M,22.73 M,21.852 M,-4.388 M,-4.377 M,7.973 M,7.769 M,-205.63 K
1090,Da Ming International Holdings Limited,Materials,Metals & Mining,Materials,261.4 M,2022,141.1 M,40.16 M,34.289 M,33.79 M,71.576 M,70.534 M,42.694 M,41.045 M,29.549 M,29.478 M,22.1 M,21.533 M,29.115 M
837,Carpenter Tan Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,106.5 M,2022,18.65 M,5.525 M,4.319 M,4.256 M,5.651 M,5.569 M,4.58 M,4.403 M,1.859 M,1.855 M,4.421 M,4.308 M,5.65 M
3808,Sinotruk (Hong Kong) Limited,Industrials,Machinery,Capital Goods,3.946 B,2022,448.7 M,187.2 M,49.783 M,49.059 M,464.5 M,457.7 M,467.5 M,449.5 M,342.4 M,341.6 M,172 M,167.5 M,333.5 M
1928,Sands China Ltd.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,27.425 B,2022,-413 M,-109 M,-97.5 M,-97.5 M,16 M,16 M,84.5 M,84.5 M,-152 M,-152 M,-135.5 M,-135.5 M,720.5 M
189,Dongyue Group Limited,Materials,Chemicals,Materials,2.354 B,2022,829.3 M,217.3 M,220.9 M,217.7 M,100.8 M,99.347 M,63.513 M,61.06 M,53.34 M,53.212 M,90.374 M,88.054 M,100.6 M
2139,"Bank of Gansu Co., Ltd.",Financials,Banks,Banks,1.728 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
2002,China Sunshine Paper Holdings Company Limited,Materials,Containers & Packaging,Materials,274 M,2022,112.6 M,28.906 M,30.535 M,30.091 M,44.506 M,43.858 M,39.03 M,37.522 M,30.078 M,30.006 M,31.501 M,30.692 M,23.354 M
3688,Top Spring International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,196.8 M,2022,-1.292 M,14.082 M,5.343 M,5.351 M,11.014 M,11 M,-2.992 M,-2.993 M,-2.585 M,-2.585 M,751.567 K,747.223 K,-2.115 M
2282,MGM China Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,4.473 B,2022,-105.3 M,-36.914 M,-15.913 M,-15.937 M,390.504 K,390.023 K,-35.113 M,-35.124 M,-76.611 M,-76.59 M,176.4 M,175.4 M,174.7 M
1672,Ascletis Pharma Inc.,Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",376.7 M,2022,-46.498 M,-14.736 M,-8.284 M,-8.754 M,-8.444 M,-8.321 M,-7.551 M,-7.441 M,-10.821 M,-10.403 M,-5.95 M,-5.936 M,-7.41 M
1801,"Innovent Biologics, Inc.",Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",7.526 B,2022,-505.6 M,-106 M,-147.3 M,-145.1 M,-69.973 M,-68.954 M,18.387 M,17.677 M,-51.607 M,-51.483 M,-75.866 M,-73.919 M,-50.19 M
1258,China Nonferrous Mining Corporation Limited,Materials,Metals & Mining,Materials,1.777 B,2022,1.009 B,229.5 M,274.9 M,274.9 M,266.3 M,266.3 M,238.1 M,238.1 M,71.246 M,71.246 M,144.5 M,144.5 M,88.445 M
1121,Golden Solar New Energy Technology Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.555 B,2022,-18.713 M,-9.605 M,-276.003 K,-271.989 K,70.852 K,69.821 K,-2.44 M,-2.346 M,-1.045 M,-1.043 M,-1.693 M,-1.65 M,-636.623 K
3360,Far East Horizon Limited,Financials,Diversified Financial Services,Diversified Financials,3.75 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1765,"Hope Education Group Co., Ltd.",Consumer Discretionary,Diversified Consumer Services,Consumer Services,634 M,2022,166.1 M,39.432 M,49.02 M,48.593 M,33.531 M,34.013 M,40.972 M,40.319 M,-,-,29.879 M,29.7 M,22.445 M
1277,Kinetic Development Group Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,665.8 M,2022,649.5 M,160.5 M,182.2 M,179.6 M,103 M,101.5 M,61.949 M,59.556 M,36.096 M,36.009 M,43.047 M,41.942 M,38.012 M
270,Guangdong Investment Limited,Utilities,Water Utilities,Utilities,6.546 B,2022,1.074 B,293.8 M,336.2 M,129.6 M,442.4 M,332.2 M,339.8 M,79.775 M,429.1 M,340.1 M,242 M,166.2 M,347.5 M
669,Techtronic Industries Company Limited,Industrials,Machinery,Capital Goods,19.938 B,2022,1.384 B,365.9 M,397.2 M,397.2 M,339.6 M,339.6 M,347.9 M,347.9 M,269.9 M,269.9 M,246.7 M,246.7 M,192.1 M
1108,Triumph New Energy Company Limited,Industrials,Building Products,Capital Goods,1.305 B,2022,51.361 M,18.357 M,16.519 M,-1.854 M,29.738 M,33.975 M,44.711 M,69.327 M,28.498 M,13.797 M,11.963 M,14.872 M,12.198 M
86,Sun Hung Kai & Co. Limited,Financials,Consumer Finance,Diversified Financials,756.8 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
2628,China Life Insurance Company Limited,Financials,Insurance,Insurance,102 B,2022,6.335 B,2.395 B,3.073 B,-42.84 M,2.597 B,2.781 B,5.636 B,453.3 M,3.552 B,2.97 B,3.2 B,1.515 B,3.401 B
3983,China BlueChemical Ltd.,Materials,Chemicals,Materials,1.122 B,2022,378.5 M,105.5 M,94.283 M,92.911 M,96.866 M,95.456 M,56.012 M,53.848 M,41.436 M,41.337 M,47.623 M,46.4 M,67.378 M
531,Samson Holding Ltd.,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,102.1 M,2022,28.077 M,7.196 M,7.735 M,7.735 M,3.852 M,3.852 M,6.726 M,6.726 M,1.685 M,1.685 M,-9.669 M,-9.669 M,1.81 M
719,Shandong Xinhua Pharmaceutical Company Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.749 B,2022,141.1 M,32.935 M,30.243 M,39.188 M,20.889 M,34.609 M,38.958 M,35.992 M,24.71 M,32.459 M,32.04 M,30.229 M,16.402 M
451,GCL New Energy Holdings Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,108.6 M,2022,86.06 M,11.552 M,35.785 M,35.265 M,117.3 M,115.6 M,126.4 M,121.5 M,169.6 M,169.1 M,163.4 M,159.2 M,191.2 M
2355,Baoye Group Company Limited,Industrials,Construction & Engineering,Capital Goods,254.7 M,2022,170.6 M,26.186 M,63.798 M,62.87 M,43.014 M,42.388 M,61.268 M,58.901 M,45.133 M,45.025 M,62.415 M,60.813 M,43.078 M
868,Xinyi Glass Holdings Limited,Industrials,Building Products,Capital Goods,7.194 B,2022,863.5 M,177.4 M,270.4 M,270.9 M,461.4 M,462.1 M,404.9 M,404.4 M,290.5 M,290.6 M,123 M,122.9 M,170.6 M
827,Ko Yo Chemical (Group) Limited,Materials,Chemicals,Materials,120.6 M,2022,132.2 M,40.887 M,29.023 M,28.601 M,25.407 M,25.037 M,6.777 M,6.516 M,4.25 M,4.239 M,1.528 M,1.489 M,-12.006 M
2001,China New Higher Education Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,525 M,2022,118.2 M,27.783 M,35.136 M,34.83 M,26.615 M,26.998 M,28.218 M,27.768 M,-,-,26.388 M,26.325 M,19.721 M
981,Semiconductor Manufacturing International Corporation,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,26.279 B,2022,3.613 B,1.025 B,1.07 B,632.3 M,789.8 M,697.7 M,544.5 M,22.394 M,531.9 M,223 M,336.1 M,-87.395 M,247.1 M
3399,Guangdong Yueyun Transportation Company Limited,Industrials,Air Freight & Logistics,Transportation,106 M,2022,88.838 M,17.734 M,23.895 M,25.25 M,20.108 M,19.816 M,30.932 M,30.482 M,34.909 M,33.56 M,20.638 M,20.588 M,40.572 M
3848,Wealthy Way Group Limited,Financials,Diversified Financial Services,Diversified Financials,120.3 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
3330,Lingbao Gold Group Company Ltd.,Materials,Metals & Mining,Materials,135.4 M,2022,88.813 M,18.616 M,30.472 M,32.2 M,26.093 M,25.714 M,17.911 M,17.65 M,30.206 M,29.04 M,12.115 M,12.085 M,6.543 M
8446,In Technical Productions Holdings Limited,Communication Services,Entertainment,Media,841.8 M,2022,-1.209 M,-146.366 K,299.518 K,-187.438 K,-1.024 M,-482.088 K,-599.271 K,-499.898 K,-629.19 K,117.811 K,207.271 K,288.771 K,1.164 M
272,Shui On Land Limited,Real Estate,Real Estate Management & Development,Real Estate,1.023 B,2022,805.4 M,231.2 M,170 M,179.6 M,128.1 M,126.2 M,340.3 M,335.4 M,60.664 M,58.32 M,33.968 M,33.886 M,94.788 M
2727,Shanghai Electric Group Company Limited,Industrials,Electrical Equipment,Capital Goods,8.012 B,2022,-832.1 M,52.336 M,153 M,-1.22 B,570.1 M,-1.008 B,224.8 M,5.659 M,291 M,333.3 M,226.2 M,135.9 M,196.5 M
1702,Dongguang Chemical Limited,Materials,Chemicals,Materials,205.7 M,2022,62.686 M,8.496 M,21.29 M,22.497 M,20.372 M,20.076 M,22.623 M,22.294 M,12.877 M,12.38 M,11.773 M,11.745 M,11.842 M
1868,Neo-Neon Holdings Limited,Industrials,Electrical Equipment,Capital Goods,116.1 M,2022,8.499 M,-,1.085 M,1.146 M,-,-,-319.726 K,-315.071 K,4.454 M,1.522 M,-3.123 M,-3.116 M,-1.701 M
848,Maoye International Holdings Limited,Consumer Discretionary,Multiline Retail,Retailing,159.1 M,2022,303.2 M,-,69.451 M,73.39 M,70.536 M,69.51 M,82.617 M,81.414 M,107.5 M,103.3 M,85.797 M,85.591 M,106.5 M
196,Honghua Group Limited,Energy,Energy Equipment & Services,Energy,153.4 M,2022,-81.364 M,-23.159 M,-19.785 M,-19.497 M,5.22 M,5.144 M,14.617 M,14.053 M,19.176 M,19.13 M,13.07 M,12.735 M,23.974 M
468,Greatview Aseptic Packaging Company Limited,Materials,Containers & Packaging,Materials,289.5 M,2022,56.133 M,12.146 M,17.012 M,16.764 M,20.134 M,19.841 M,23.742 M,22.825 M,20.46 M,20.411 M,18.944 M,18.458 M,20.578 M
1866,China XLX Fertiliser Ltd.,Materials,Chemicals,Materials,735.2 M,2022,666.9 M,201.6 M,150.4 M,148.2 M,138.2 M,136.2 M,67.666 M,65.052 M,57.287 M,57.149 M,44.147 M,43.014 M,60.52 M
1728,China ZhengTong Auto Services Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,181.8 M,2022,120.4 M,36.958 M,26.613 M,26.225 M,-47.804 M,-47.108 M,-560.1 M,-538.5 M,41.664 M,41.564 M,31.322 M,83.228 M,113.1 M
1488,Best Food Holding Company Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,175 M,2022,-7.097 M,-2.593 M,-1.183 M,-1.165 M,-1.178 M,-1.161 M,1.14 M,1.096 M,-4.231 M,-4.221 M,-,-,2.936 M
6100,Tongdao Liepin Group,Communication Services,Interactive Media & Services,Media,726 M,2022,52.01 M,20.472 M,7.11 M,-80.37 K,18.01 M,12.186 M,3.402 M,-4.041 M,16.982 M,4.397 M,848.429 K,-9.019 M,13.727 M
797,7Road Holdings Limited,Communication Services,Entertainment,Media,834.8 M,2022,28.275 M,2.881 M,12.031 M,11.856 M,959.486 K,945.517 K,7.668 M,7.372 M,6.492 M,6.476 M,9.734 M,9.484 M,390.071 K
1916,"Jiangxi Bank Co., Ltd.",Financials,Banks,Banks,782.8 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
2616,CStone Pharmaceuticals,Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",577.6 M,2022,-215.5 M,-29.125 M,-84.333 M,-83.106 M,-57.801 M,-56.96 M,-27.204 M,-26.153 M,-51.682 M,-51.558 M,-85.031 M,-82.849 M,-39.799 M
6123,YTO Express (International) Holdings Limited,Industrials,Air Freight & Logistics,Transportation,101.2 M,2022,44.319 M,8.233 M,14.031 M,14.052 M,8.278 M,8.267 M,11.343 M,11.347 M,7.577 M,7.575 M,2.935 M,2.918 M,936.629 K
6138,"Harbin Bank Co., Ltd.",Financials,Banks,Banks,378.2 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
400,"Ingdan, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,291.3 M,2022,78.096 M,21.506 M,27.76 M,30 M,24.324 M,23.97 M,14.713 M,15.746 M,11.785 M,11.757 M,9.671 M,9.423 M,4.538 M
1626,Jia Yao Holdings Limited,Materials,Containers & Packaging,Materials,305.7 M,2022,-473.717 K,695.754 K,-903.934 K,-890.786 K,106.317 K,104.769 K,-768.636 K,-738.943 K,-193.9 K,-193.435 K,1.825 M,1.778 M,-142.135 K
288,WH Group Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",8.035 B,2022,2.555 B,827.5 M,516.5 M,516.5 M,675 M,675 M,277 M,277 M,507 M,507 M,767.5 M,767.5 M,385.5 M
2772,Zhongliang Holdings Group Company Limited,Real Estate,Real Estate Management & Development,Real Estate,269.2 M,2022,696.9 M,147 M,220.7 M,217.5 M,296.9 M,292.5 M,423.9 M,407.6 M,229.9 M,229.4 M,405.3 M,394.9 M,218.1 M
1523,Plover Bay Technologies Limited,Information Technology,Communications Equipment,Technology Hardware & Equipment,348.6 M,2022,30.696 M,8.864 M,6.484 M,6.484 M,8.418 M,8.418 M,5.731 M,5.731 M,5.129 M,5.129 M,3.217 M,3.217 M,3.716 M
8328,Xinyi Electric Storage Holdings Limited,Industrials,Electrical Equipment,Capital Goods,391.1 M,2022,10.448 M,5.262 M,4.988 M,1.239 M,8.515 M,2.228 M,1.127 M,956.211 K,1.068 M,1.408 M,937.615 K,269.327 K,1.558 M
1579,Yihai International Holding Ltd.,Consumer Staples,Food Products,"Food, Beverage & Tobacco",2.691 B,2022,162.7 M,33.503 M,52.348 M,51.587 M,40.392 M,39.804 M,64.163 M,61.684 M,40.362 M,40.265 M,50.743 M,49.441 M,28.347 M
2136,Lifestyle China Group Limited,Consumer Discretionary,Multiline Retail,Retailing,223.9 M,2022,-2.587 M,6.694 M,3.225 M,3.408 M,6.477 M,6.382 M,11.117 M,10.955 M,13.263 M,12.75 M,3.413 M,3.405 M,11.377 M
6896,Golden Throat Holdings Group Company Limited,Consumer Staples,Personal Products,Household & Personal Products,243 M,2022,35.327 M,6.933 M,11.706 M,11.535 M,7.534 M,7.424 M,11.215 M,10.782 M,1.453 M,1.45 M,11.089 M,10.805 M,4.641 M
8402,GT Steel Construction Group Limited,Industrials,Construction & Engineering,Capital Goods,116.2 M,2022,-6.694 M,-2.033 M,-558.716 K,-3.776 M,-1.502 M,-886.277 K,-422.887 K,-1.7 M,-194.897 K,-729.889 K,-6.56 K,850.285 K,1.383 M
1458,Zhou Hei Ya International Holdings Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",1.094 B,2022,27.892 M,7.925 M,6.796 M,6.697 M,23.407 M,23.066 M,13.01 M,12.508 M,1.097 M,1.094 M,18.274 M,17.805 M,22.548 M
2232,Crystal International Group Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.047 B,2022,295.9 M,83.396 M,65.195 M,65.195 M,75.635 M,75.635 M,54.772 M,54.772 M,65.77 M,65.77 M,35.327 M,35.327 M,73.589 M
1526,Rici Healthcare Holdings Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,119.5 M,2022,57.766 M,-1.158 M,31.607 M,31.148 M,12.389 M,12.208 M,22.73 M,21.852 M,-4.388 M,-4.377 M,7.973 M,7.769 M,-205.63 K
1357,"Meitu, Inc.",Communication Services,Interactive Media & Services,Media,1.659 B,2022,-11.85 M,-5.334 M,-1.639 M,-1.615 M,-2.283 M,-2.25 M,-1.022 M,-982.46 K,-2.428 M,-2.422 M,-13.708 M,29.526 K,-14.79 M
1727,Hebei Construction Group Corporation Limited,Industrials,Construction & Engineering,Capital Goods,181.8 M,2022,-30.233 M,32.307 M,-45.372 M,-43.925 M,40.006 M,39.423 M,58.314 M,56.061 M,36.259 M,36.172 M,39.472 M,41.082 M,56.183 M
2166,Smart-Core Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,127.2 M,2022,72.371 M,9.302 M,26.749 M,26.795 M,19.587 M,19.616 M,13.897 M,13.88 M,3.83 M,3.831 M,3.181 M,3.18 M,2.454 M
1789,AK Medical Holdings Limited,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,1.308 B,2022,24.951 M,13.857 M,-672.463 K,-662.681 K,12.808 M,12.621 M,15.549 M,14.948 M,15.454 M,15.417 M,13.008 M,12.674 M,11.097 M
6158,Zhenro Properties Group Limited,Real Estate,Real Estate Management & Development,Real Estate,128.5 M,2022,-157.1 M,-93.926 M,23.465 M,23.124 M,122.9 M,121.1 M,198.6 M,190.9 M,135.1 M,134.8 M,168.5 M,164.2 M,140 M
1475,Nissin Foods Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",888.1 M,2022,62.789 M,16.948 M,16.843 M,17.941 M,13.257 M,14.963 M,16.286 M,6.679 M,12.145 M,15.51 M,16.951 M,7.456 M,13.421 M
1763,China Isotope & Radiation Corporation,Healthcare,Healthcare Equipment & Supplies,Healthcare Equipment & Services,709 M,2022,142.6 M,32.568 M,42.677 M,42.057 M,27.799 M,27.394 M,37.087 M,35.654 M,16.505 M,16.466 M,28.993 M,28.249 M,26.691 M
6098,Country Garden Services Holdings Company Limited,Real Estate,Real Estate Management & Development,Real Estate,5.543 B,2022,1.089 B,316.6 M,255.5 M,251.8 M,227.3 M,224 M,133.5 M,128.3 M,126.3 M,126 M,73.649 M,71.759 M,68.849 M
772,China Literature Limited,Communication Services,Media,Media,5.414 B,2022,127.3 M,8.656 M,45.073 M,47.63 M,39.612 M,39.036 M,49.094 M,48.38 M,80.25 M,77.15 M,18.827 M,18.782 M,43.261 M
1551,"Guangzhou Rural Commercial Bank Co., Ltd.",Financials,Banks,Banks,3.603 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1216,"Zhongyuan Bank Co., Ltd.",Financials,Banks,Banks,2.933 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
2448,Space Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,349.1 M,2022,-,-,2.844 M,2.849 M,1.547 M,1.549 M,3.287 M,3.283 M,1.31 M,1.311 M,2.107 M,2.107 M,2.366 M
695,Dongwu Cement International Limited,Materials,Construction Materials,Materials,289 M,2022,-3.903 M,-1.003 M,-937.758 K,-939.389 K,2.207 M,2.268 M,3.384 M,3.38 M,-,-,2.027 M,2.022 M,-
1366,Jiangnan Group Limited,Industrials,Electrical Equipment,Capital Goods,290 M,2022,-43.145 M,27.808 M,-50.489 M,-49.755 M,26.997 M,26.604 M,26.155 M,25.144 M,12.971 M,12.94 M,34.037 M,33.164 M,22.799 M
1913,Prada S.p.A.,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,18.629 B,2022,1.103 B,311.2 M,207.1 M,218.7 M,243.5 M,247.8 M,157.2 M,155.4 M,189 M,181.5 M,17.035 M,16.707 M,151.6 M
6188,"Beijing Digital Telecom Co., Ltd.",Consumer Discretionary,Specialty Retail,Retailing,357.4 M,2022,-20.41 M,-7.424 M,-3.353 M,-3.304 M,-284.1 M,-280 M,7.812 M,7.51 M,12.612 M,12.582 M,20.141 M,19.624 M,22.246 M
1387,China Dili Group,Real Estate,Real Estate Management & Development,Real Estate,748 M,2022,69.256 M,12.528 M,24.009 M,23.66 M,28.725 M,28.307 M,18.846 M,18.118 M,26.627 M,26.564 M,21.09 M,20.549 M,31.13 M
1332,Touyun Biotech Group Limited,Materials,Containers & Packaging,Materials,246.6 M,2022,-4.278 M,-932.304 K,-1.216 M,-1.218 M,-996.931 K,-995.702 K,-1.179 M,-1.108 M,-1.827 M,-1.827 M,-670.526 K,-505.528 K,-679.445 K
1876,Budweiser Brewing Company APAC Limited,Consumer Staples,Beverages,"Food, Beverage & Tobacco",40.082 B,2022,1.864 B,595.8 M,538 M,560.8 M,-,593 M,619 M,485 M,216.3 M,588.3 M,525.5 M,159.3 M,151.3 M
672,Zhong An Group Limited,Real Estate,Real Estate Management & Development,Real Estate,167.3 M,2022,241.7 M,22.083 M,100.5 M,106.2 M,14.42 M,14.211 M,16.995 M,16.747 M,106.5 M,102.4 M,8.34 M,8.32 M,61.92 M
1400,Moody Technology Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,162.3 M,2022,-5.288 M,-220.799 K,-2.568 M,-2.53 M,151.771 K,149.561 K,-6.986 M,-6.716 M,-1.2 M,-1.197 M,-8.495 M,-8.277 M,650.676 K
1084,Green Future Food Hydrocolloid Marine Science Company Limited,Materials,Chemicals,Materials,134.6 M,2022,44.372 M,13.375 M,8.891 M,8.904 M,5.121 M,5.114 M,4.574 M,4.576 M,5.154 M,5.152 M,7.161 M,7.119 M,5.763 M
1967,Confidence Intelligence Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,738.9 M,2022,5.037 M,1.407 M,1.251 M,1.233 M,2.127 M,2.096 M,1.43 M,1.375 M,1.298 M,1.295 M,2.169 M,2.113 M,1.807 M
1034,Fullwealth International Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,201.8 M,2022,12.328 M,1.569 M,4.627 M,4.634 M,1.386 M,1.384 M,-1.627 M,-1.628 M,-2.691 M,-2.69 M,282.968 K,281.333 K,840.681 K
1969,"China Chunlai Education Group Co., Ltd.",Consumer Discretionary,Diversified Consumer Services,Consumer Services,649.7 M,2022,124.9 M,32.411 M,33.921 M,33.626 M,25.223 M,25.585 M,23.399 M,23.026 M,14.863 M,14.26 M,12.192 M,12.119 M,9.194 M
6862,Haidilao International Holding Ltd.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,14.663 B,2022,485.6 M,143.9 M,112.4 M,110.7 M,169.8 M,167.4 M,253.5 M,243.7 M,-602.576 K,-601.13 K,187.9 M,183.1 M,131 M
2019,Dexin China Holdings Company Limited,Real Estate,Real Estate Management & Development,Real Estate,215.6 M,2022,284.5 M,48.232 M,102.8 M,101.6 M,173.9 M,171.3 M,96.748 M,93.213 M,120.1 M,119.8 M,81.7 M,79.603 M,62.996 M
6117,"Rizhao Port Jurong Co., Ltd.",Industrials,Transportation Infrastructure,Transportation,116.3 M,2022,54.549 M,15.779 M,13.03 M,12.84 M,13.645 M,13.447 M,10.237 M,9.842 M,12.76 M,12.729 M,10.077 M,9.819 M,12.579 M
1935,JH Educational Technology INC.,Consumer Discretionary,Diversified Consumer Services,Consumer Services,224.3 M,2022,70.698 M,20.099 M,17.216 M,16.966 M,15.094 M,14.875 M,12.676 M,12.187 M,11.93 M,11.901 M,7.687 M,7.49 M,10.249 M
1521,Frontage Holdings Corporation,Healthcare,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",599.3 M,2022,52.086 M,13.588 M,12.454 M,12.454 M,8.827 M,8.827 M,8.097 M,8.097 M,3.503 M,3.503 M,3.261 M,3.261 M,6.128 M
1769,Scholar Education Group,Consumer Discretionary,Diversified Consumer Services,Consumer Services,169.9 M,2022,10.156 M,2.173 M,3.185 M,3.139 M,8.16 M,8.041 M,-711.419 K,-683.937 K,4.894 M,4.882 M,6.053 M,5.897 M,5.782 M
1839,"CIMC Vehicles (Group) Co., Ltd.",Industrials,Machinery,Capital Goods,2.338 B,2022,190.1 M,50.442 M,43.868 M,18.158 M,44.247 M,80.035 M,61.718 M,41.519 M,66.824 M,102.8 M,28.589 M,53.92 M,52.536 M
148,Kingboard Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,3.877 B,2022,2.066 B,441.1 M,596.6 M,597.5 M,495.4 M,494.8 M,415.6 M,415.8 M,275.3 M,275.2 M,274 M,272.4 M,207.9 M
