Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,Quick-Ratio,Quick-Ratio FQ-1,Quick-Ratio FQ-2,Quick-Ratio FQ-3,Quick-Ratio FQ-4,Quick-Ratio FQ-5,Quick-Ratio FQ-6,Quick-Ratio FQ-7,Quick-Ratio FQ-8,Quick-Ratio FQ-9,Quick-Ratio FQ-10,Quick-Ratio FQ-11,Quick-Ratio FQ-12
1989,Pine Care Group Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,103.5 M,2023,0.1x,0.1x,0.2x,0.2x,0.2x,0.2x,0.4x,0.4x,0.1x,0.1x,0.1x,0.1x,0.5x
199,ITC Properties Group Limited,Real Estate,Real Estate Management & Development,Real Estate,122.1 M,2023,0.2x,0.2x,0.2x,0.2x,0.5x,0.5x,0.1x,0.1x,0.2x,0.2x,0.3x,0.3x,0.4x
163,Emperor International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,313.9 M,2023,0.3x,0.3x,0.3x,0.3x,0.3x,0.3x,0.4x,0.4x,0.5x,0.5x,0.5x,0.5x,0.9x
2322,Hong Kong ChaoShang Group Limited,Industrials,Trading Companies & Distributors,Capital Goods,383.2 M,2023,7.2x,7.2x,9.4x,9.4x,7.2x,7.2x,6.1x,6.1x,3.7x,3.7x,6.9x,6.9x,9.1x
277,Tern Properties Company Limited,Real Estate,Real Estate Management & Development,Real Estate,135.2 M,2023,6.2x,6.2x,8.8x,8.8x,3.9x,3.9x,3.4x,3.4x,4.2x,4.2x,0.9x,0.9x,2.2x
1271,Grand Ming Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,1.082 B,2023,1.1x,1.1x,0.1x,0.1x,0.1x,0.1x,0.1x,0.1x,0.2x,0.2x,0.1x,0.1x,0.4x
2033,Time Watch Investments Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,108.8 M,2023,5.2x,5.2x,5.0x,5.0x,4.3x,4.3x,4.1x,4.1x,4.1x,4.1x,4.5x,4.5x,3.4x
985,CST Group Limited,Financials,Capital Markets,Diversified Financials,107.8 M,2023,0.3x,0.3x,0.9x,0.9x,3.3x,3.3x,6.2x,6.2x,3.6x,3.6x,4.0x,4.0x,4.2x
367,Chuang's Consortium International Limited,Real Estate,Real Estate Management & Development,Real Estate,138.5 M,2023,2.0x,2.0x,2.1x,2.1x,1.1x,1.1x,0.8x,0.8x,1.5x,1.5x,1.1x,1.1x,1.4x
18,Oriental Enterprise Holdings Limited,Communication Services,Media,Media,183.3 M,2023,7.2x,7.2x,5.7x,5.7x,5.5x,5.5x,9.7x,9.7x,6.0x,6.0x,7.2x,7.2x,6.9x
179,Johnson Electric Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,1.056 B,2023,0.9x,0.9x,1.0x,1.0x,1.0x,1.0x,1.2x,1.2x,1.3x,1.3x,1.2x,1.2x,1.0x
191,Lai Sun Garment (International) Limited,Real Estate,Real Estate Management & Development,Real Estate,172.2 M,2023,0.4x,0.4x,0.5x,0.5x,0.6x,0.6x,0.8x,0.8x,0.5x,0.5x,0.3x,0.3x,0.4x
374,Four Seas Mercantile Holdings Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",130.2 M,2023,0.8x,0.8x,0.9x,0.9x,0.8x,0.8x,0.9x,0.9x,0.9x,0.9x,1.0x,1.0x,1.0x
25,Chevalier International Holdings Limited,Industrials,Industrial Conglomerates,Capital Goods,271.2 M,2023,0.6x,0.6x,0.7x,0.7x,0.9x,0.9x,0.8x,0.8x,0.9x,0.9x,1.0x,1.0x,1.0x
159,Brockman Mining Limited,Materials,Metals & Mining,Materials,189.2 M,2023,0.4x,0.4x,1.8x,1.8x,4.4x,4.4x,13.4x,13.4x,10.8x,10.8x,15.4x,15.4x,1.2x
650,Productive Technologies Company Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,900.4 M,2023,2.6x,2.6x,10.1x,10.1x,6.5x,6.5x,3.2x,3.2x,4.8x,4.8x,4.1x,4.1x,4.6x
64,Get Nice Holdings Limited,Financials,Capital Markets,Diversified Financials,184.6 M,2023,7.2x,7.2x,5.6x,5.6x,4.3x,4.3x,5.6x,5.6x,4.1x,4.1x,7.5x,7.5x,3.9x
931,China LNG Group Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,269.6 M,2023,0.2x,0.2x,0.2x,0.2x,0.1x,0.1x,0.3x,0.3x,0.1x,0.1x,0.3x,0.3x,0.3x
53,Guoco Group Limited,Industrials,Industrial Conglomerates,Capital Goods,2.85 B,2023,1.5x,1.5x,2.3x,2.3x,3.7x,3.7x,3.0x,3.0x,3.8x,3.8x,3.3x,3.3x,3.4x
1221,Sino Hotels (Holdings) Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,327.5 M,2023,33.9x,33.9x,57.2x,57.2x,57.1x,57.1x,88.1x,88.1x,65.9x,65.9x,33.6x,33.6x,15.3x
2368,Eagle Nice (International) Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,295.1 M,2023,0.9x,0.9x,0.7x,0.7x,1.0x,1.0x,0.9x,0.9x,1.1x,1.1x,0.6x,0.6x,0.8x
8365,Hatcher Group Limited,Financials,Capital Markets,Diversified Financials,140.2 M,2023,-,0.8x,NA,0.5x,NA,0.8x,NA,1.4x,NA,1.5x,NA,2.8x,NA
202,EverChina Int'l Holdings Company Limited,Real Estate,Real Estate Management & Development,Real Estate,161.7 M,2023,1.0x,1.0x,1.0x,1.0x,1.0x,1.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x
147,International Business Settlement Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,181.2 M,2023,0.2x,0.2x,0.2x,0.2x,0.3x,0.3x,0.3x,0.3x,0.3x,0.3x,0.4x,0.4x,0.2x
1050,Karrie International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,242 M,2023,0.6x,0.6x,0.4x,0.4x,0.4x,0.4x,0.5x,0.5x,0.4x,0.4x,0.6x,0.6x,0.6x
474,Aceso Life Science Group Limited,Financials,Consumer Finance,Diversified Financials,167.4 M,2023,0.6x,0.6x,0.6x,0.6x,2.2x,2.2x,1.3x,1.3x,1.3x,1.3x,1.6x,1.6x,2.3x
26,"China Motor Bus Company, Limited",Real Estate,Real Estate Management & Development,Real Estate,441.5 M,2023,5.2x,5.2x,17.7x,17.7x,5.0x,5.0x,23.1x,23.1x,2.7x,2.7x,30.2x,30.2x,14.8x
1709,DL Holdings Group Limited,Financials,Capital Markets,Diversified Financials,495.2 M,2023,1.4x,1.4x,1.6x,1.6x,1.2x,1.2x,2.6x,2.6x,2.6x,2.6x,2.1x,2.1x,2.3x
1428,Bright Smart Securities & Commodities Group Limited,Financials,Capital Markets,Diversified Financials,296.2 M,2023,1.4x,1.4x,1.3x,1.3x,1.2x,1.2x,1.1x,1.1x,1.1x,1.1x,1.4x,1.4x,1.6x
900,AEON Credit Service (Asia) Company Limited,Financials,Consumer Finance,Diversified Financials,270.5 M,2023,6.1x,7.0x,10.3x,9.5x,7.7x,5.4x,5.1x,5.0x,4.4x,6.4x,4.9x,4.2x,3.8x
335,Upbest Group Limited,Financials,Consumer Finance,Diversified Financials,205 M,2023,1.0x,1.0x,1.0x,1.0x,1.1x,1.1x,1.0x,1.0x,1.0x,1.0x,0.8x,0.8x,1.3x
989,Hua Yin International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,385.4 M,2023,0.1x,0.1x,0.1x,0.1x,0.1x,0.1x,0.1x,0.1x,0.0x,0.0x,0.0x,0.0x,0.0x
105,Associated International Hotels Limited,Real Estate,Real Estate Management & Development,Real Estate,429.7 M,2023,2.8x,2.8x,3.3x,3.3x,2.6x,2.6x,1.4x,1.4x,2.2x,2.2x,2.4x,2.4x,1.7x
247,Tsim Sha Tsui Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,5.729 B,2023,0.3x,0.3x,1.0x,1.0x,1.7x,1.7x,1.6x,1.6x,0.1x,0.1x,0.7x,0.7x,1.0x
113,Dickson Concepts (International) Limited,Consumer Discretionary,Specialty Retail,Retailing,201.9 M,2023,1.8x,1.8x,1.8x,1.8x,2.0x,2.0x,2.2x,2.2x,2.0x,2.0x,1.9x,1.9x,1.7x
1104,APAC Resources Limited,Industrials,Trading Companies & Distributors,Capital Goods,177.5 M,2023,4.0x,4.0x,4.4x,4.4x,5.0x,5.0x,16.7x,16.7x,23.2x,23.2x,13.4x,13.4x,18.9x
677,Golden Resources Development International Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,278.9 M,2023,1.7x,1.7x,2.0x,2.0x,1.8x,1.8x,2.2x,2.2x,2.3x,2.3x,1.9x,1.9x,2.0x
266,Tian Teck Land Limited,Real Estate,Real Estate Management & Development,Real Estate,238.9 M,2023,2.9x,2.9x,3.4x,3.4x,2.7x,2.7x,1.6x,1.6x,2.3x,2.3x,2.6x,2.6x,1.7x
1373,International Housewares Retail Company Limited,Consumer Discretionary,Specialty Retail,Retailing,258.6 M,2023,0.9x,0.9x,0.8x,0.8x,0.9x,0.9x,0.9x,0.9x,0.9x,0.9x,0.8x,0.8x,0.7x
391,Mei Ah Entertainment Group Limited,Communication Services,Entertainment,Media,200 M,2023,0.2x,0.2x,0.3x,0.3x,0.2x,0.2x,0.3x,0.3x,0.3x,0.3x,0.3x,0.3x,0.4x
711,Asia Allied Infrastructure Holdings Limited,Industrials,Construction & Engineering,Capital Goods,118.2 M,2023,1.1x,1.1x,1.2x,1.2x,1.3x,1.3x,0.9x,0.9x,1.3x,1.3x,1.3x,1.3x,1.2x
992,Lenovo Group Limited,Information Technology,"Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,13.581 B,2023,0.5x,0.5x,0.5x,0.5x,0.5x,0.4x,0.4x,0.4x,0.5x,0.4x,0.5x,0.4x,0.5x
57,Chen Hsong Holdings Limited,Industrials,Machinery,Capital Goods,147 M,2023,2.2x,2.2x,1.8x,1.8x,1.9x,1.9x,2.0x,2.0x,2.3x,2.3x,2.8x,2.8x,2.5x
160,"Hon Kwok Land Investment Company, Limited",Real Estate,Real Estate Management & Development,Real Estate,194.6 M,2023,0.6x,0.6x,0.5x,0.5x,0.5x,0.5x,0.8x,0.8x,0.6x,0.6x,0.7x,0.7x,1.1x
259,Yeebo (International Holdings) Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,362.6 M,2023,1.7x,1.7x,1.0x,1.0x,0.9x,0.9x,1.1x,1.1x,1.2x,1.2x,1.6x,1.6x,1.0x
186,Nimble Holdings Company Limited,Consumer Discretionary,Distributors,Retailing,188.9 M,2023,0.3x,0.3x,0.3x,0.3x,0.3x,0.3x,0.1x,0.1x,0.7x,0.7x,3.5x,3.5x,5.0x
896,Hanison Construction Holdings Limited,Industrials,Construction & Engineering,Capital Goods,158.4 M,2023,0.9x,0.9x,0.7x,0.7x,0.3x,0.3x,0.3x,0.3x,0.2x,0.2x,0.2x,0.2x,0.4x
938,Man Sang International Limited,Real Estate,Real Estate Management & Development,Real Estate,137.7 M,2023,0.0x,0.0x,0.2x,0.2x,0.0x,0.0x,0.5x,0.5x,0.6x,0.6x,2.7x,2.7x,0.1x
29,Dynamic Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,301.9 M,2023,0.8x,0.8x,0.9x,0.9x,1.5x,1.5x,1.4x,1.4x,1.4x,1.4x,1.0x,1.0x,0.4x
411,Lam Soon (Hong Kong) Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",294.5 M,2023,2.4x,2.4x,2.2x,2.2x,2.5x,2.5x,2.4x,2.4x,2.5x,2.5x,2.6x,2.6x,2.2x
129,Asia Standard International Group Limited,Real Estate,Real Estate Management & Development,Real Estate,107.6 M,2023,0.8x,0.8x,1.2x,1.2x,1.6x,1.6x,2.0x,2.0x,2.1x,2.1x,2.2x,2.2x,3.7x
213,National Electronics Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,111.3 M,2023,0.6x,0.6x,0.7x,0.7x,0.8x,0.8x,1.1x,1.1x,1.1x,1.1x,0.8x,0.8x,1.2x
1140,Wealthking Investments Limited,Financials,Capital Markets,Diversified Financials,495.9 M,2023,3.5x,3.5x,1.1x,1.1x,6.0x,6.0x,3.3x,3.3x,5.5x,5.5x,3.2x,3.2x,1.8x
1729,Time Interconnect Technology Limited,Industrials,Electrical Equipment,Capital Goods,421.4 M,2023,0.6x,0.6x,0.7x,0.7x,0.7x,0.7x,0.8x,0.8x,0.7x,0.7x,0.5x,0.5x,1.3x
6819,IntelliCentrics Global Holdings Ltd.,Healthcare,Health Care Technology,Healthcare Equipment & Services,288.8 M,2023,0.5x,0.5x,0.4x,0.4x,0.7x,0.7x,1.4x,1.4x,2.0x,2.0x,NA,NA,NA
1082,Bradaverse Education (Int'l) Investments Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,129.2 M,2023,2.6x,2.6x,5.1x,5.1x,4.8x,4.8x,3.5x,3.5x,3.9x,3.9x,1.4x,1.4x,1.1x
1942,MOG Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,1.543 B,2023,2.3x,2.3x,1.4x,1.4x,3.8x,3.8x,3.7x,3.7x,2.5x,2.5x,1.0x,1.0x,1.0x
33,International Genius Company,Consumer Discretionary,Distributors,Retailing,134.8 M,2023,3.6x,3.6x,2.3x,2.3x,1.1x,1.1x,NA,NA,NA,NA,0.3x,0.3x,0.2x
825,New World Department Store China Limited,Consumer Discretionary,Multiline Retail,Retailing,193.3 M,2023,0.3x,0.3x,0.3x,0.3x,0.4x,0.4x,0.4x,0.4x,0.4x,0.4x,0.4x,0.4x,0.4x
6889,"DYNAM JAPAN HOLDINGS Co., Ltd.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,479.5 M,2023,1.2x,1.2x,1.2x,1.2x,1.1x,1.1x,1.3x,1.3x,1.1x,1.1x,1.0x,1.0x,1.1x
1499,OKG Technology Holdings Limited,Industrials,Construction & Engineering,Capital Goods,242.9 M,2023,0.1x,0.1x,0.3x,0.3x,1.0x,1.0x,1.0x,1.0x,1.4x,1.4x,1.5x,1.5x,1.7x
1341,Hao Tian International Construction Investment Group Limited,Industrials,Trading Companies & Distributors,Capital Goods,231.2 M,2023,1.3x,1.3x,1.4x,1.4x,1.4x,1.4x,1.3x,1.3x,1.6x,1.6x,1.8x,1.8x,1.7x
1023,Sitoy Group Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,107.6 M,2023,2.0x,2.0x,1.7x,1.7x,1.2x,1.2x,1.4x,1.4x,1.5x,1.5x,1.6x,1.6x,1.5x
1468,Kingkey Financial International (Holdings) Limited,Financials,Capital Markets,Diversified Financials,1.554 B,2023,0.6x,0.6x,1.0x,1.0x,1.3x,1.3x,0.8x,0.8x,1.4x,1.4x,1.8x,1.8x,1.0x
1726,HKE Holdings Limited,Industrials,Construction & Engineering,Capital Goods,179.2 M,2023,3.7x,3.7x,5.6x,5.6x,7.2x,7.2x,12.5x,12.5x,13.2x,13.2x,15.5x,15.5x,18.9x
279,Arta TechFin Corporation Limited,Financials,Capital Markets,Diversified Financials,275 M,2023,1.4x,1.4x,1.4x,1.4x,0.1x,0.1x,0.1x,0.1x,0.1x,0.1x,0.1x,0.1x,0.1x
1243,Wang On Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,110.4 M,2023,0.6x,0.6x,0.4x,0.4x,0.4x,0.4x,0.5x,0.5x,0.5x,0.5x,0.6x,0.6x,0.4x
2153,"Tat Hong Equipment Service Co., Ltd.",Industrials,Construction & Engineering,Capital Goods,196.2 M,2023,1.3x,1.3x,1.4x,1.4x,1.5x,1.5x,2.4x,2.4x,NA,1.4x,NA,NA,NA
2221,New Concepts Holdings Limited,Industrials,Construction & Engineering,Capital Goods,120.7 M,2023,0.9x,0.9x,0.7x,0.7x,0.7x,0.7x,0.3x,0.3x,0.5x,0.5x,0.4x,0.4x,0.7x
1469,Get Nice Financial Group Limited,Financials,Capital Markets,Diversified Financials,207 M,2023,10.1x,10.1x,8.5x,8.5x,5.2x,5.2x,6.1x,6.1x,4.1x,4.1x,8.8x,8.8x,3.8x
1854,China Wantian Holdings Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,108.4 M,2023,3.0x,3.0x,2.4x,2.4x,1.9x,1.9x,1.3x,1.3x,1.2x,1.2x,1.3x,1.3x,1.6x
2708,IBO Technology Company Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,119 M,2023,1.1x,1.1x,1.4x,1.4x,1.7x,1.7x,1.7x,1.7x,1.8x,1.8x,1.9x,1.9x,1.8x
1125,Lai Fung Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,111.8 M,2023,0.5x,0.5x,0.4x,0.4x,0.3x,0.3x,0.8x,0.8x,0.4x,0.4x,0.2x,0.2x,0.3x
131,Cheuk Nang (Holdings) Limited,Real Estate,Real Estate Management & Development,Real Estate,174.6 M,2023,0.2x,0.2x,0.3x,0.3x,0.7x,0.7x,0.7x,0.7x,0.3x,0.3x,0.6x,0.6x,0.3x
224,Pioneer Global Group Limited,Real Estate,Real Estate Management & Development,Real Estate,148.5 M,2023,0.9x,0.9x,4.0x,4.0x,0.2x,0.2x,0.1x,0.1x,0.5x,0.5x,0.4x,0.4x,0.3x
398,Oriental Watch Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,265.7 M,2023,2.2x,2.2x,3.0x,3.0x,2.4x,2.4x,2.9x,2.9x,3.9x,3.9x,4.9x,4.9x,3.7x
306,Kwoon Chung Bus Holdings Limited,Industrials,Road & Rail,Transportation,139.1 M,2023,0.8x,0.8x,0.9x,0.9x,1.0x,1.0x,0.3x,0.3x,0.4x,0.4x,0.3x,0.3x,0.3x
149,China Agri-Products Exchange Limited,Real Estate,Real Estate Management & Development,Real Estate,105.2 M,2023,0.3x,0.3x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,NA,NA,NA
237,"Safety Godown Company, Limited",Real Estate,Real Estate Management & Development,Real Estate,117.6 M,2023,3.7x,3.7x,9.2x,9.2x,10.7x,10.7x,13.6x,13.6x,13.5x,13.5x,7.9x,7.9x,6.3x
1660,Zhaobangji Properties Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,236.8 M,2023,3.4x,3.4x,4.2x,4.2x,3.3x,3.3x,2.6x,2.6x,2.6x,2.6x,1.0x,1.0x,0.8x
303,Vtech Holdings Limited,Information Technology,Communications Equipment,Technology Hardware & Equipment,1.503 B,2023,0.7x,0.7x,0.8x,0.8x,0.7x,0.7x,1.2x,1.2x,1.0x,1.0x,1.1x,1.1x,0.8x
2360,Best Mart 360 Holdings Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,284.1 M,2023,0.6x,0.6x,0.5x,0.5x,0.3x,0.3x,0.3x,0.3x,0.3x,0.3x,0.9x,0.9x,0.9x
1283,Accel Group Holdings Limited,Industrials,Construction & Engineering,Capital Goods,129.4 M,2023,4.0x,4.0x,5.2x,5.2x,3.1x,3.1x,3.4x,3.4x,3.3x,3.3x,4.2x,4.2x,2.6x
2161,JBM (Healthcare) Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",111.1 M,2023,1.6x,1.6x,1.6x,1.6x,1.7x,1.7x,1.7x,1.7x,NA,NA,NA,NA,NA
9913,Chi Kan Holdings Limited,Industrials,Construction & Engineering,Capital Goods,270.1 M,2023,3.2x,3.2x,3.2x,3.2x,3.9x,3.9x,4.0x,4.0x,5.5x,5.5x,4.2x,4.2x,NA
1082,Bradaverse Education (Int'l) Investments Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,129.2 M,2023,2.6x,2.6x,5.1x,5.1x,4.8x,4.8x,3.5x,3.5x,3.9x,3.9x,1.4x,1.4x,1.1x
1387,China Dili Group,Real Estate,Real Estate Management & Development,Real Estate,748 M,2022,1.9x,1.9x,1.8x,1.8x,0.9x,0.9x,0.6x,0.6x,0.7x,0.7x,0.5x,0.5x,1.4x
1188,Hybrid Kinetic Group Limited,Consumer Discretionary,Automobiles,Automobiles & Components,103.7 M,2022,0.0x,0.0x,0.7x,0.7x,0.2x,0.2x,0.7x,0.7x,0.3x,0.3x,0.9x,0.9x,0.2x
245,China Vered Financial Holding Corporation Limited,Financials,Capital Markets,Diversified Financials,252.1 M,2022,3.6x,3.6x,3.4x,3.4x,2.5x,2.5x,2.3x,2.3x,2.0x,2.0x,4.6x,4.6x,4.5x
416,"Bank of Jinzhou Co., Ltd.",Financials,Banks,Banks,2.458 B,2022,0.0x,0.0x,0.0x,0.0x,0.1x,0.1x,0.0x,0.0x,0.1x,0.1x,0.1x,0.1x,0.0x
6188,"Beijing Digital Telecom Co., Ltd.",Consumer Discretionary,Specialty Retail,Retailing,357.4 M,2022,0.6x,0.6x,0.8x,0.8x,0.5x,0.5x,0.7x,0.7x,0.6x,0.6x,0.6x,0.6x,0.6x
7841,HK Acquisition Corporation,Financials,Capital Markets,Diversified Financials,141.5 M,2022,-,NA,NA,0.0x,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,Yip's Chemical Holdings Limited,Materials,Chemicals,Materials,273.7 M,2022,0.7x,0.7x,1.0x,1.0x,1.2x,1.2x,1.0x,1.0x,1.3x,1.3x,1.4x,1.4x,1.3x
258,Tomson Group Limited,Real Estate,Real Estate Management & Development,Real Estate,421.8 M,2022,0.8x,0.8x,0.9x,0.9x,0.8x,0.8x,0.7x,0.7x,0.7x,0.7x,0.7x,0.7x,0.7x
733,Hopefluent Group Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,178.6 M,2022,0.5x,0.5x,1.2x,1.2x,2.5x,2.5x,2.0x,2.0x,3.0x,3.0x,2.2x,2.2x,1.9x
10,Hang Lung Group Limited,Real Estate,Real Estate Management & Development,Real Estate,2.39 B,2022,0.4x,0.4x,0.4x,0.4x,0.5x,0.5x,0.2x,0.2x,0.3x,0.3x,0.1x,0.1x,0.1x
51,Harbour Centre Development Limited,Real Estate,Real Estate Management & Development,Real Estate,666.6 M,2022,0.3x,0.3x,0.3x,0.3x,0.4x,0.4x,0.3x,0.3x,0.2x,0.2x,0.1x,0.1x,0.2x
256,Citychamp Watch & Jewellery Group Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,637.6 M,2022,10.8x,10.8x,9.7x,9.7x,6.1x,6.1x,6.5x,6.5x,5.3x,5.3x,4.9x,4.9x,5.7x
693,Tan Chong International Limited,Consumer Discretionary,Distributors,Retailing,436 M,2022,0.9x,0.9x,1.0x,1.0x,1.3x,1.3x,1.3x,1.3x,1.0x,1.0x,1.0x,1.0x,1.3x
2038,FIH Mobile Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,877.9 M,2022,0.9x,0.9x,0.9x,0.9x,1.0x,1.0x,1.0x,1.0x,1.0x,1.0x,0.9x,0.9x,0.9x
355,Century City International Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,118.2 M,2022,0.5x,0.5x,0.5x,0.5x,0.3x,0.3x,0.2x,0.2x,0.6x,0.6x,0.8x,0.8x,0.7x
3639,Yida China Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,113.6 M,2022,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.1x,0.1x,0.1x
232,Continental Aerospace Technologies Holding Limited,Industrials,Aerospace & Defense,Capital Goods,115 M,2022,2.2x,2.2x,1.9x,1.9x,2.0x,2.0x,1.7x,1.7x,1.9x,1.9x,2.1x,2.1x,2.1x
1393,Hidili Industry International Development Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,119.9 M,2022,0.1x,0.1x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x,0.0x
3833,"Xinjiang Xinxin Mining Industry Co., Ltd.",Materials,Metals & Mining,Materials,363.2 M,2022,0.7x,0.7x,0.4x,0.4x,0.4x,0.4x,0.3x,0.3x,0.3x,0.3x,0.3x,0.3x,0.2x
505,Xingye Alloy Materials Group Limited,Industrials,Electrical Equipment,Capital Goods,113.8 M,2022,0.5x,0.5x,0.4x,0.4x,0.4x,0.4x,0.5x,0.5x,0.5x,0.5x,0.4x,0.4x,0.4x
993,Huarong International Financial Holdings Limited,Financials,Capital Markets,Diversified Financials,105.4 M,2022,1.7x,1.7x,1.4x,1.4x,1.1x,1.1x,0.9x,0.9x,0.8x,0.8x,1.2x,1.2x,0.9x
1141,CMBC Capital Holdings Limited,Financials,Capital Markets,Diversified Financials,183.2 M,2022,0.2x,0.2x,0.3x,0.3x,0.4x,0.4x,0.3x,0.3x,0.2x,0.2x,0.2x,0.2x,0.3x
439,KuangChi Science Limited,Industrials,Aerospace & Defense,Capital Goods,130.2 M,2022,2.0x,2.0x,2.2x,2.2x,0.6x,0.6x,0.7x,0.7x,0.9x,0.9x,0.9x,0.9x,1.3x
887,Emperor Watch & Jewellery Limited,Consumer Discretionary,Specialty Retail,Retailing,150.3 M,2022,-,NA,1.5x,1.5x,1.1x,1.1x,0.8x,0.8x,0.5x,0.5x,0.3x,0.3x,0.4x
71,"Miramar Hotel and Investment Company, Limited",Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.037 B,2022,8.8x,8.8x,7.7x,7.7x,10.2x,10.2x,7.5x,7.5x,10.0x,10.0x,6.2x,6.2x,6.0x
1208,MMG Limited,Materials,Metals & Mining,Materials,2.432 B,2022,0.3x,0.3x,0.4x,0.4x,0.8x,0.8x,1.0x,1.0x,0.4x,0.4x,0.2x,0.2x,0.3x
610,Wai Kee Holdings Limited,Industrials,Construction & Engineering,Capital Goods,171.8 M,2022,1.3x,1.3x,1.2x,1.2x,1.2x,1.2x,1.2x,1.2x,1.1x,1.1x,1.1x,1.1x,1.1x
1823,Huayu Expressway Group Limited,Industrials,Construction & Engineering,Capital Goods,100.4 M,2022,1.2x,1.2x,1.2x,1.2x,1.0x,1.0x,1.0x,1.0x,1.0x,1.0x,1.1x,1.1x,1.1x
626,Public Financial Holdings Limited,Financials,Banks,Banks,309.1 M,2022,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x
39,China Beidahuang Industry Group Holdings Limited,Consumer Discretionary,Distributors,Retailing,158 M,2022,0.5x,0.5x,0.5x,0.5x,0.8x,0.8x,0.7x,0.7x,0.9x,0.9x,0.8x,0.8x,0.9x
34,Kowloon Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,1.238 B,2022,0.1x,0.1x,0.1x,0.1x,0.4x,0.4x,0.2x,0.2x,0.5x,0.5x,0.7x,0.7x,0.2x
978,China Merchants Land Limited,Real Estate,Real Estate Management & Development,Real Estate,324.9 M,2022,0.2x,0.2x,0.2x,0.2x,0.2x,0.2x,0.1x,0.1x,0.1x,0.1x,0.2x,0.2x,0.2x
69,Shangri-La Asia Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,3.142 B,2022,0.6x,0.6x,0.6x,0.6x,0.4x,0.4x,0.5x,0.5x,0.7x,0.7x,0.8x,0.8x,0.8x
1476,"Hengtai Securities Co., Ltd",Financials,Capital Markets,Diversified Financials,929 M,2022,1.0x,1.0x,1.1x,1.1x,1.1x,1.1x,1.1x,1.1x,1.1x,1.0x,1.3x,1.3x,1.3x
